Guest_country,Room_info,Nights_stayed,Date of stay,Travel_type,Review,Grade,Title,Positive,Facilities
Australia,Superior Double Room,1  ,February 2019,Couple," Friendly welcome reception on arrival, large spacious room with a comfortable bed",10.0,"Very nice and would return again, also recommend the hotel",1,staff|comfort|bed|
Australia,Superior Twin Room,1  ,January 2019,Family," Great location, staff very informative, 12pm checkout, comfortable beds",10.0,Exceptional,1,location|staff|comfort|bed|
Australia,Superior Double Room,4  ,January 2019,Solo traveler, Staff and location,10.0,Exceptional,1,staff|location|
Australia,Superior Double Room,1  ,January 2019,Solo traveler, Staff were amazing and I was very happy they upgraded me to a suite.,9.2,Great spot in the heart of the CBD close to everything,1,staff|
Australia,Superior Double Room,2  ,January 2019,Couple, Historical aspects of the building,9.2,Good,1,
United States of America,Superior Double Room,3  ,January 2019,Couple," Everything: beautiful, spacious rooms; room service was wonderful; excellent concierge staff",10.0,Couldn’t have had a better stay,1,staff|
Australia,Superior Double Room,3  ,January 2019,Couple," Great location, 5 min walk to Quay, 2 min walk to Wynyard Station. Clean, friendly and helpful staff. Umbrellas for the wet days, great pool, gym, sauna and spa. Rooms clean and nicely renovated. Will stay again for sure, purely for the location & pleasant trip we had.",10.0,Exceptional,1,location|dirty|staff|fitness|noisiness|
New Zealand,Premier Twin Room,3  ,January 2019,Couple," Location is main thing for us and this property fits the bill!  Close to Circular Quay, shopping and Barangaroo",8.8,Great short stay in perfect location,1,location|
Bulgaria,Superior Double Room,1  ,January 2019,Solo traveler," Big rooms. Comfortable bed. Comfortable bathroom. Iron in the room. Close to most interesting places, including opera house",8.8,Excellent,1,comfort|bed|bathroom|location|
Australia,One-Bedroom Spa Suite,1  ,January 2019,Couple," I would not stay anywhere else! The location is AMAZING, the rooms are clean, modern and extremely comfy! I absolutely love it here ❤️",9.6,Location Location Location,1,location|dirty|comfort|
Australia,One-Bedroom Spa Suite,1  ,January 2019,Couple," Great location, great service!",10.0,Exceptional,1,location|staff|
Australia,Standard Double Room - Atrium View,1  ,January 2019,Family, Excellent location,9.6,Exceptional,1,location|
Australia,Superior Twin Room,1  ,January 2019,Family, Staff were excellent,9.6,Overall perfect,1,staff|
Australia,Superior Double Room,1  ,January 2019,Family, Location and friendly staff,10.0,Exceptional,1,location|staff|
Australia,Superior Twin Room,1  ,January 2019,Family, Wonderful facilities.,9.2,Wonderful,1,
United States of America,Superior Double Room,2  ,January 2019,Couple, Great location fabulous buffet breakfast,10.0,Exceptional,1,location|food/drink|
Australia,Standard Double Room - Atrium View,1  ,January 2019,Solo traveler," Room service meal was delicious. My original room had a problem with the aircon and I was moved to another room - a suite - so that I could sleep. 
Powerpoints next to bed are in easy to reach location - no crawling on floor under the tables to plug them in.
Efficient express check out service",10.0,Will definitely be much preferred hotel in Sydney,1,staff|food/drink|bed|location|
Australia,Superior Twin Room,3  ,January 2019,Family, It my favourite hotel in Sydney,9.6,"Very enjoyable, well managed  friendly hotel in an excellent location",1,location|
Australia,Standard Double Room - Atrium View,1  ,December 2018,Family," Fantastic staff, fantastic room",10.0,Exceptional,1,staff|
Australia,Superior Double Room,1  ,January 2019,Couple," Great location. Lovely big room with everything you could need. Outstanding facilities including gym, pool bar and restaurant. Very clean and great staff.",9.2,Wonderful,1,location|fitness|restaurant|dirty|staff|
United Kingdom,Superior Twin Room,2  ,January 2019,Group, The bed and pillows were extremely comfortable. Towels white and fluffy,8.8,Excellent,1,bed|comfort|bathroom|
Australia,Deluxe Double Room with Balcony,2  ,January 2019,Couple," Beautiful rooms, friendly and accommodating staff",10.0,Exceptional,1,staff|
Australia,Superior Double Room,2  ,January 2019,Solo traveler, Room was very nice,8.3,Good stay,1,
Australia,Business Class Room,2  ,January 2019,Family, Staff was very friendly and helpful. The hotel standards were superb.,9.6,Excellent relaxation!,1,staff|
Australia,Superior Double Room,2  ,January 2019,Couple, Staff were awesome,10.0,Exceptional,1,staff|
Australia,Standard Double Room - Atrium View,1  ,January 2019,Couple, The room was clean and comfortable. All the staff we spoke to were pleasant and helpful and there was lots of choices in the buffet breakfast for a good price,10.0,It was a short stay but we are glad we picked the Radisson Blu,1,dirty|comfort|staff|noisiness|food/drink|price|
Australia,Superior Double Room,1  ,January 2019,Couple," location, comfy bed and can request for different types of pillows. later checkout than most hotels is a plus",10.0,Exceptional,1,location|comfort|bed|
Australia,Superior Double Room,3  ,January 2019,Solo traveler, Clean. Quiet and proximity,8.3,Very Good,1,dirty|noisiness|location|
Australia,Superior Twin Room,1  ,January 2019,Couple, Location and clean room,7.9,Very nice place to stay,1,location|dirty|
Netherlands,Superior Double Room,3  ,January 2019,Solo traveler, Friendly staff and great spot,9.6,Top service,1,staff|location|
Australia,Standard Double Room - Atrium View,1  ,December 2018,Couple," Great room, bed comfy.",10.0,Would stay again,1,bed|comfort|
Australia,Superior Double Room,5  ,January 2019,Family," First choice for Sydney trip, Radisson is more like business style hotel, but it is very friendly for kids, my 6 years old love staying here. We stay at this hotel every time when we come to Sydney. Staff and service are great.",10.0,Exceptional,1,location|comfort|staff|
Brazil,Superior Twin Room,3  ,December 2018,Family, Excellent room and wonderful staff,9.2,Very good!,1,staff|
Australia,Superior Double Room,1  ,January 2019,Couple, Great staff and location. Free upgrade was nice.,8.8,Excellent,1,staff|location|
Australia,Deluxe Double Room with Balcony,1  ,January 2019,Solo traveler," The beautiful big deep bath 
And I always appreciate a balcony for fresh air",8.3,Fantastic,1,bathroom|temperature|
United Kingdom,Superior Double Room,1  ,December 2018,Couple," Got upgrade to spa room which was really good. 
Concierge in particular was very helpful and wish had got his name to thank him on here. Help with area was great and even had dry towels for us when we got caught in the rain.",10.0,Night in Sydney,1,fitness|staff|location|bathroom|
Australia,Standard Double Room - Atrium View,1  ,January 2019,Solo traveler, Great reception staff and service staff. Excellent room. Great pool.,9.2,Brilliant in every way.,1,staff|fitness|
Austria,Superior Double Room,2  ,January 2019,Group, Good Location in the heart of Sydney.,9.6,Exceptional,1,location|
Australia,Superior Double Room,3  ,January 2019,Solo traveler, There's everything to like at this hotel. From the staff to the luxurious rooms to attention to detail and location. It doesn't disappoint.,10.0,This has become my favourite hotel in Sydney.,1,staff|price|location|
Australia,Standard Double Room - Atrium View,2  ,January 2019,Couple, Breakfast was great,10.0,Added 2 days of our holiday after our cruise to the South Pacific,1,food/drink|
Australia,Superior Double Room,1  ,January 2019,Couple," Great location, easy walk to The Rocks or Art Gallery.",10.0,Exceptional,1,location|
Australia,Superior Double Room,1  ,January 2019,Family," Cleanliness, location and the staff",10.0,Exceptional,1,dirty|location|staff|
Australia,Superior Double Room,1  ,January 2019,Couple," Good location, comfortably fitted out rooms, clean, professional and accomodating staff. Overall an excellent stay.",10.0,Excellent service and staff,1,location|comfort|dirty|staff|
Australia,Standard Double Room - Atrium View,2  ,January 2019,Couple," Breakfast, customer service, location and cleanliness.",10.0,excellent hotel,1,food/drink|staff|location|dirty|
Australia,Superior Double Room,1  ,January 2019,Solo traveler," Facilities, excellent staff & location was perfect for my purposes",10.0,Exceptional,1,staff|location|
Australia,Superior Double Room,1  ,January 2019,Couple," Comfortable bed, Price, room sizes, quality of the rooms thanks to recent renovations",9.2,Excellent,1,comfort|bed|price|
Australia,Superior Double Room,1  ,January 2019,Couple, Everything. The bed and the pillows were so comfy.,10.0,Exceptional,1,bed|comfort|
Australia,Superior Twin Room,1  ,January 2019,Family, Spacious rooms and convenient location,10.0,Exceptional,1,location|
Australia,Superior Double Room,1  ,January 2019,Couple," 1.Location-close to the places we wanted to visit and close to the shops. In my oppinion this is an excellent location because we could walk to both Circular Quay and to Darling Harbour. 
2. The hotel atmosphere was very peaceful and staff always available for us.  We got an early check in which worked very well for us.",10.0,"Excellent  location, quiet hotel, friendly and always available staff.",1,location|restaurant|staff|
Australia,Superior Double Room,1  ,January 2019,Couple, It was genuinely wonderful being treated so well by the staff. Everyone was really helpful and friendly. We were very impressed and look forward to returning.,10.0,A fabulous hotel in a great location - suitable for leisure and business!,1,staff|
Australia,Superior Twin Room,8  ,January 2019,Family, The staff were exceptional. So helpful and kind. Did all they could to help with each and every request but also friendly and caring.,10.0,We had a great time at the Raddison Blu. Thank you all for all of your efforts in making it great!,1,staff|
Australia,Superior Double Room,1  ,January 2019,Group, Location and rooms were great,7.9,Good,1,location|
Australia,Superior Double Room,1  ,December 2018,Couple, The breakfast was lovely. The bed was extremely comfortable; our room was gorgeous. The bath and the shower were immaculate. The location is brilliant.,8.3,"Beautiful hotel, lovely spa, shame the pool wasn't super clean.",1,food/drink|bed|comfort|bathroom|location|
Australia,Standard Double Room - Atrium View,1  ,January 2019,Solo traveler," Very friendly staff on check in - I was warmly welcomed as a first time visitor and upgraded which was great. Spacious room, lovely bathroom - just wish I was staying longer to have appreciated the bath & robes! Nice bathroom amenities & it was a nice touch for the complimentary water. Location is great - very close to circular quay and the harbour. Door staff were also very welcoming.",10.0,"Great location, lovely hotel.",1,staff|bathroom|price|dirty|location|
Australia,Superior Twin Room,3  ,January 2019,Group," Great location being easy walking distance to shopping, harbour and all the city sights.  Very comfortable beds and pillows.  Very quiet room - no noise from outside and very little noise from other guests coming and going.  Very attentive staff and service.",9.2,Fantastic location and a real treat!,1,location|comfort|bed|noisiness|staff|
Australia,Superior Double Room,1  ,January 2019,Couple, Service and the bed,9.6,Exceptional,1,staff|bed|
Australia,Superior Double Room,1  ,January 2019,Couple," Staff were excellent, very professional and so helpful.
Bathroom was very nice just a little small. There was plenty of linen supplied within the bathroom, which is always handy.
Pillows on bed were extra comfortable.",9.2,Wonderful,1,staff|bathroom|bed|comfort|
Australia,Standard Double Room - Atrium View,1  ,December 2018,Solo traveler," Location, comfortable bed, spacious,, great breakfast",10.0,Well located very comfortable Sydney city hotel. Great breakfast and loved the noon checkout,1,location|comfort|bed|food/drink|
United Kingdom,Standard Double Room - Atrium View,2  ,January 2019,Group, Fabulous pillows,7.9,Comfortable and welcoming.,1,bed|
Sweden,Premier Twin Room,3  ,January 2019,Family, A great hotel with a high level service. Good sized rooms and had everything we needed.,9.6,Great hotel in central Sydney,1,staff|
Sweden,Premier Twin Room,2  ,January 2019,Family, The location of the hotel was great and the staff helpful and friendly.,10.0,We had a great stay.,1,location|staff|
Australia,Superior Double Room,2  ,January 2019,Couple," Our stay at the hotel was exceptional. On arrival, we were given an upgrade upon check-in. Room was beautiful with everything you would need and spotlessly clean, whole hotel overall. Staff went above and beyond to assist and make our stay even more pleasant. Such friendly, welcoming and very attentive staff throughout the whole hotel. Would highly recommend to stay here, over exceeded my expectations",10.0,"Amazing, beautiful 10/10 stay",1,dirty|staff|noisiness|
Australia,Standard Double Room - Atrium View,2  ,January 2019,Couple," spacious, clean, quiet room, nice bed, helpful staff, bathroom was clean and well designed",9.2,Wonderful,1,dirty|noisiness|bed|staff|bathroom|
Australia,Standard Double Room - Atrium View,1  ,January 2019,Solo traveler, Great staff and great location,10.0,Exceptional,1,staff|location|
Australia,Superior Double Room,1  ,January 2019,Couple, The shower was incredible and we loved the blockout curtains. Late checkout and free bottled water was a lovely touch. The staff are fantastic. Will be our regular when we stay in the city.,10.0,Exceptional,1,bathroom|food/drink|dirty|staff|location|
Australia,Superior Double Room,1  ,December 2018,Couple," The bed was comfortable, amazing and accommodating staff and service. Gave us a free upgrade. 
Spacious rooms, comfy bathrobes and alot of pillows provided.",9.6,"Great staff, nice room, good value for a night or two stay.",1,bed|comfort|staff|
United Kingdom,Premier Twin Room,3  ,December 2018,Family, The location was great and the staff were friendly and professional.,8.8,Excellent,1,location|staff|
South Africa,One-Bedroom Spa Suite,3  ,January 2019,Family, Service was amazing!!  Off the charts.,9.5,Exceptional,1,staff|
United Kingdom,One-Bedroom Spa Suite,4  ,January 2019,Couple," Lovely friendly staff. All wished us a Happy New year. Easy check in check out. Room spacious, shower fab",10.0,"Fab, wish we could do the same next year",1,staff|bathroom|
Australia,Standard Double Room - Atrium View,1  ,December 2018,Group, We loved the pillow choice and Wayne the concierge was really welcoming on arrival.,9.2,Wonderful,1,bed|
New Zealand,Superior Twin Room,4  ,December 2018,Family," Except for the view, it’s a great stay!",9.6,Exceptional,1,location|
Australia,Superior Double Room,2  ,December 2018,Couple, A very nice luxurious hotel with understated elegance where the staff provide exceptional customer service. I can highly recommend this hotel.,10.0,A perfect luxury escape in the city,1,price|staff|
Australia,Superior Double Room,1  ,December 2018,Couple, Everything!! So elegant and comfortable. Everything feels luxe and the staff were amazing.,10.0,Exceptional,1,comfort|staff|
Australia,Premier Twin Room,1  ,December 2018,Family," Spa , pool, most comfortable bed, pillows. If I had more time I would have used the restaurant size of rooms, they smelt nice.",10.0,"Comfortable and convenient, I wish it was this affordable all the time.",1,fitness|comfort|bed|restaurant|
Australia,Standard Double Room - Atrium View,2  ,December 2018,Couple," Great location in quieter part of the city. Walking distance to The Rocks, public transport and good dining options. Beautiful room and facilities.",10.0,Wonderful stay,1,location|restaurant|
Australia,Studio King Spa Suite,1  ,December 2018,Couple," Room, staff, cleanest",9.5,Exceptional,1,staff|
Australia,Studio King Spa Suite,1  ,December 2018,Couple, Amazing staff,9.6,Exceptional,1,staff|
Australia,Deluxe Double Room with Balcony,1  ,December 2018,Couple, Staff are always excellent and it must be the culture of the organisation,10.0,Looking forward to returning,1,staff|
Hong Kong,Premier Twin Room,3  ,December 2018,Family," Nice big room, very clean, nice staff and excellent location",8.8,"Great stay, excellent location",1,dirty|staff|location|
Australia,Superior Double Room,1  ,December 2018,Solo traveler, Had an upgrade to a Business Class room. You really cannot fault them.,9.6,Last minute booking due to cancelled flight. Knew Radisson was good but still exceeded expectations,1,
United Arab Emirates,Standard Double Room - Atrium View,1  ,December 2018,Solo traveler," Great location, awesome pool, very accommodating staff.. all round good value for money",10.0,Exceptional,1,location|fitness|staff|price|
Australia,Standard Double Room - Atrium View,1  ,December 2018,Couple, Great weekend away. Central location. Staff were lovely,10.0,Needed,1,location|staff|
Australia,Superior Double Room,2  ,December 2018,Solo traveler, I think the front of house staff were super amazing especially the gentleman who helped me as i was leaving. All Staff fantastic though.,9.2,Relaxed and wonderful.,1,staff|
Australia,Superior Double Room,2  ,December 2018,Solo traveler, Staff were very friendly.  They made you feel like a valued customer.,10.0,Exceptional,1,staff|
Australia,Superior Double Room,1  ,December 2018,Solo traveler, comfy bed good coffee good service staff were very good. the bed was comfy the location is great and the room was brilliant,10.0,happy with the service happy with the room eat out and not in resturant,1,comfort|bed|food/drink|staff|location|
Australia,One-Bedroom Spa Suite,1  ,December 2018,Couple, Pillows and bed were amazing and great bathroom as well- spa bath was a bit wild! We also got abonus room upgrade 😊,10.0,Fantastic best 50th birthday ever,1,bed|bathroom|fitness|
Australia,Superior Twin Room,2  ,December 2018,Couple," good location
value for money breakfast
friendly staff",7.9,all up it was a good hotel at a convenient location,1,location|price|food/drink|staff|
Australia,Superior Double Room,1  ,December 2018,Couple," The rooms were very comfortable, lovely spacious bathroom and the staff were all lovely. We orderes In room breakfast and it was fantastic. Hotel is located a short walk from circular quay, pitt street shops, botanic gardens.  Highly recommend staying here.",10.0,Comfortable and luxurious,1,comfort|bathroom|staff|food/drink|location|restaurant|
Australia,Superior Double Room,1  ,December 2018,Couple, Room was spacious and beautifully appointed,9.2,Most enjoyable,1,
Australia,Standard Double Room - Atrium View,1  ,December 2018,Solo traveler," All personnel were extremely friendly and helpful and the room was modern, clean and extremely comfortable.",10.0,Excellent value and pleasant stay,1,staff|comfort|dirty|
Australia,Superior Double Room,1  ,December 2018,Group, Great location in the centre of the CBD. Beautiful room and good value for money,10.0,Exceptional,1,location|price|
United Kingdom,Superior Double Room,1  ,December 2018,Couple, Very large room with a well appointed bathroom. It was in a very good location near train station and restaurants.,10.0,Exceptional,1,bathroom|location|restaurant|
Australia,Superior Double Room,1  ,December 2018,Couple," We weren't there for very long so we weren't able to really test the facilities. However, the staff we met were wonderful, check-in and check-out were both very smooth. The bed was comfortable and everything was very clean.",10.0,Short stay in a very comfortable room,1,staff|bed|comfort|dirty|
Australia,Superior Double Room,1  ,December 2018,Couple," My wife and I have stayed at the Radisson Blu Plaza before and enjoyed our previous stay. This time we were given an upgrade and stayed in a suite on the corner of the building. It was fantastic, spacious, elegant and comfortable. Complimentary tea and coffee making facilities, the bathroom was brilliant and the bed, the pillows and the sheets were excellent. Then hotel is walking distance to Circular Quay as well as Wynyard and Martin Place train stations which makes getting around very easy. I thoroughly recommend this hotel.",8.3,"Great location, great room, great bed.",1,comfort|price|food/drink|bathroom|bed|location|
Australia,Standard Double Room - Atrium View,2  ,December 2018,Couple, Bed ver good and staff were excellent,10.0,Thoroughly enjoyable,1,bed|staff|
Australia,Superior Double Room,1  ,December 2018,Couple," Lovely hotel, friendly helpful staff and perfect location",10.0,Exceptional,1,staff|location|
Australia,Standard Double Room - Atrium View,1  ,December 2018,Group," decor good ,Shower water pressure and linen good .My pillow was too soft and I should have taken the pillow talk option available 
also Mini bar pricing was fair and reasonable 
All staff very friendly including room cleaning staff on level 12",8.3,Very Good,1,comfort|bathroom|dirty|bed|restaurant|price|staff|
Australia,Standard Double Room - Atrium View,1  ,December 2018,Couple, The location,7.9,Good,1,location|
Australia,Standard Double Room - Atrium View,2  ,December 2018,Couple, The whole weekend was brilliant- the staff were so caring & helpful & the hotel & facilities were great,9.6,It was brilliant,1,staff|
United Kingdom,Standard Double Room - Atrium View,1  ,December 2018,Couple," Lovely old style building right in the heart of the city. 
Nice and close to Wynyard station, and 10-15 mins walk to either the Rocks or Darling Harbour. 
Would definitely recommend this place to anyone visiting Sydney.",10.0,Exceptional,1,comfort|location|
Australia,Standard Double Room - Atrium View,1  ,December 2018,Couple," Service when called about a small issue was immediately resolved.
Thank you for attention to detail.",10.0,Loved the smell of Christmas & warm greeting from the foyer at arrival. That set a lovely tone.,1,staff|
United States of America,Standard Double Room - Atrium View,4  ,November 2018,Couple, Excellent location in CBD.,9.5,"Excellent location, good service and comfortable bed.",1,location|
Australia,Deluxe Double Room with Balcony,1  ,December 2018,Couple, Every step of the way pure professionalism & impressive. We felt like guests not just a room number,10.0,"Impressive staff, facilities & service",1,
Ireland,Standard Double Room - Atrium View,1  ,December 2018,Couple," Convenient location in CBD, easy access to all downtown  area and circular quay. Friendly and helpful staff. Nice leisure centre. The best Radisson, by far, that Ive ever stayed in.",10.0,A very fine hotel in downtown Sydney,1,location|staff|
Australia,Superior Double Room,1  ,December 2018,Group, Beds extra comfy. wonderful staff. Excellent fine dinning restaurant. it was brilliant. Love staying here. Close to everything.,10.0,recommend highly.,1,bed|comfort|staff|restaurant|
Australia,Standard Double Room - Atrium View,1  ,December 2018,Couple, Excellent,9.6,Exceptional,1,
Czech Republic,Superior Double Room,2  ,December 2018,Solo traveler, All was great. Nice room. Big bed. Very comfi. Nice bathroom. Nice receptionest people. Very helpfull. Even later check out untill 2pm for free. I payd 150 as i stayed untill 5. Very nice and recomended hotel for surre.,9.6,Very good hotel luxury nice comfi bed,1,bed|bathroom|
Australia,Superior Twin Room,1  ,December 2018,Group, High ceilings. Comfy beds. Clean. We loved it!,10.0,Great value in an awesome location.,1,comfort|bed|dirty|
Australia,Business Class Room,1  ,December 2018,Couple, Friendly staff. Early bag drop off before checking in was very much appreciated. Personalised anniversary card written by manager present in the room upon arrival.,9.6,Exceptional,1,staff|
Canada,Superior Twin Room,5  ,December 2018,Family," Food was fresh, well prepared and varied",9.6,Exceptional,1,food/drink|
Australia,Standard Double Room - Atrium View,1  ,November 2018,Group," This is the third time I have stayed with the Radisson Blu Plaza Hotel this year and, as usual, everything was of an exceedingly high quality. On this occasion we were offered a complimentary upgrade to a balcony room which was a great surprise. The rooms are large and comfortable, with all the mod cons. The staff are always friendly and helpful, and never make you feel as though you are inconveniencing them. Having stayed at a couple of similarly priced and starred hotels in the city a couple of months ago and having a truly terrible experiences, I can certainly say that I won’t be bothering with any other property from now on. 
If you’re tossing up between the Radisson Blu and another, save yourself some time and effort, just book with the Radisson Blu, you won’t be disappointed.",10.0,Best Place to Stay in the City,1,price|comfort|staff|location|
Australia,Premier Twin Room,1  ,November 2018,Family," Contemporary facilities in a historical building.
Warmly and helpful staff.
Thoughtful to potential individual needs, and attention to details.
It has both the bathtub and shower room in the family suite.
Centrally located near the Wynyard station, Martin Place, and Circular Quay.",9.2,It's still a happy stay. My 5-year-old didn't want to leave.,1,comfort|staff|bathroom|location|
Australia,Superior Double Room,1  ,November 2018,Couple, The bed is really comfy.,10.0,Love it. Will come back.,1,bed|comfort|
Australia,Superior Double Room,1  ,November 2018,Couple, very comfortable bed. room and bathroom small,9.5,Exceptional,1,comfort|bed|bathroom|
Australia,Business Class Room,1  ,November 2018,Couple, An absolutely fantastic stay for a business person.  The bonus business room with breakfast and all day food was exceptional.  I am keen for my next business trip to Sydney.,10.0,Exceptional hotel for business travellers,1,food/drink|location|
Israel,Superior Double Room,7  ,November 2018,Couple," Stylish and modern hotel. Great location, easy to get to all the major tourist sites and very close to all shopping areas. Friendly atmosphere and high professional service from wait staff and reception. Room service is perfect. Will definetely stay again at the Radisson Blu Plaza next time we visit beautiful Sydney.
Anna,
Raanana, Israel",9.6,Great stay,1,comfort|location|staff|
Australia,Superior Twin Room,1  ,November 2018,Family," I was travelling on my own with 2 small children - the level of service was amazing. Could not recommend them more, will definitely stay here again.",10.0,Amazing! Will definitely be back.,1,staff|
Australia,Standard Double Room - Atrium View,3  ,November 2018,Couple," Room was spacious and quiet.  
Breakfast
Large shower stall",9.2,Quiet and comfortable with friendly staff,1,noisiness|food/drink|bathroom|
United Kingdom,Superior Twin Room,2  ,November 2018,Family," Everything: the courtesy of staff, awesome food, amazing location and building, extraordinary bed.",10.0,Awesome hotel,1,staff|food/drink|location|bed|
Australia,One-Bedroom Spa Suite,4  ,November 2018,Family," I have stayed here several times with my family. They find a familiar setting stress free. Proximity to trains (airport), ferries and buses makes getting around central Sydney quite easy.",9.0,Wonderful,1,location|
Australia,Superior Double Room,1  ,November 2018,Couple," Very comfortable bed, very clean. Appreciated the room upgrade very unexpected",9.6,A short break away,1,comfort|bed|dirty|
Australia,Superior Twin Room,2  ,November 2018,Family," Comfortable large room a well situated hotel for a weekend in Sydney.  Once checked in, staff were very helpful, professional and friendly.  We loved the beds, pillows and towels.  
One suggestion is to have more towel rails in the lovely bathroom so we are able to hang our towels and reuse them.",8.8,Overall a great place to stay,1,comfort|location|staff|bed|bathroom|
United Kingdom,Standard Double Room - Atrium View,1  ,November 2018,Solo traveler, Great breakfast and clean,10.0,Exceptional,1,food/drink|dirty|
Australia,Standard Double Room - Atrium View,1  ,November 2018,Couple," All the staff were extremely helpful and polite, when we checked in they upgraded us,  the room was beautiful, clean, and spacious 
The pool was relaxing along with the sauna and spa",10.0,A lovely night spent here,1,staff|dirty|fitness|
Sweden,Deluxe Double Room with Balcony,4  ,November 2018,Couple," Good service,
Especially from supervidor Mr Gupta at breakfast and Concierge Mr Wayne. They booth made our stay pleasant due to their ability to make the best of our stay.",8.8,Nice stay in a nice City,1,staff|food/drink|noisiness|
Belgium,Standard Double Room - Atrium View,3  ,November 2018,Couple, The frienliness of the staff and the cleanness and comfort of the room.,10.0,Good place and excellent location.,1,staff|comfort|
Australia,Superior Double Room,2  ,November 2018,Solo traveler, Beautiful room! Excellent service!,10.0,Exceptional,1,staff|
Australia,Superior Double Room,1  ,November 2018,Couple," We were lucky enough to get an upgrade to a corner spa room, this was fantastic as this made the night even more special, thanks to the Radisson Blue team.",10.0,Beautiful hotel in a great location.,1,fitness|
New Zealand,One-Bedroom Spa Suite,3  ,October 2018,Couple," Steam room, Restaurant and location",9.6,perfect place to stay in Sydney CBD,1,restaurant|location|
Australia,Standard Double Room - Atrium View,3  ,November 2018,Couple, Everything,9.6,Thank you so much to the staff especially the doormen who were very professional,1,
Australia,One-Bedroom Spa Suite,2  ,November 2018,Couple, Fast efficient service; friendly staff. Bar staff were knowledgeable - good selection of beers/wine. Clean spacious room. Central location. VERY comfortable bed.,9.6,"Central location, just a short stroll to Circular Quay. Excellent service - highly recommended.",1,staff|restaurant|food/drink|dirty|location|comfort|bed|
Australia,Superior Double Room,2  ,November 2018,Couple, Very clean and lovely staff. Couldn't be more central to all the attractions in Sydney. A perfect place to stay,10.0,Exceptional,1,dirty|staff|location|
United Kingdom,Premier Twin Room,4  ,October 2018,Group," Lovely beds and bedding. Good room size. Great varied breakfast and we enjoyed the in-room kettle facilities. Hotel was in a great location for The Opera House, Harbour Bridge and Ferry Terminals, all within a few minutes walk. Very friendly staff.",9.6,Fantastic location for Sydney's main attractions.,1,bed|food/drink|location|staff|
Australia,Superior Twin Room,1  ,November 2018,Family, The breakfast was delicious. We would happily stay here again.,10.0,Nice modern and convenient.,1,food/drink|
Australia,Business Class Room,1  ,November 2018,Group, Loved our stay.,10.0,Exceptional,1,
France,Studio King Spa Suite,3  ,October 2018,Couple," very nice room and bathroom.
View on the Sydney Bridge.
Room service",9.6,The place to be,1,bathroom|location|staff|
Australia,Superior Twin Room,1  ,November 2018,Couple, good quality and convenient for the city,10.0,all good,1,location|
Australia,Superior Double Room,1  ,November 2018,Couple," Comfortable, clean with excellent staff.",9.2,Wonderful,1,comfort|dirty|staff|
Australia,Premier Twin Room,3  ,November 2018,Family," Fantastic location within walking distance of Opera House, Sydney Harbour Bridge, the Botanic Gardens and Pitt Street Shopping Mall.  Quick walk to Martin Place to try and get on Sunrise (Channel Seven), and to catch a bus to Bondi.  
Very quick walks to Sealife Aquariums, the Madam Tussauds Wax Museum and the Sydney Tower Eye.
The staff were fantastic and genuinely wanted to assist in anyway they could.",9.6,Brillant location with brillant staff.,1,location|internet|tv|staff|
Australia,Business Class Room,11  ,November 2018,Couple," ALL the staff we encountered, throughout our 11 night stay, were totally customer focussed and delightful. Such consistency is noteworthy.  From our experience, this hotel is extremely well run and highly efficient.  The hotel is also conveniently located within very easy walking distance to the opera house, the rocks, museum and the main shopping area.",10.0,We love it. The Radisson Blu Hotel staff make this hotel a delightful place to say-they really do!,1,staff|location|
Australia,Standard Double Room - Atrium View,1  ,November 2018,Couple," We enjoyed the spacious room, the big bath, the hot water, the comfy bed, the tasty breakfast and the convenient location.",10.0,Most enjoyable but not long enough.,1,bathroom|dirty|comfort|bed|food/drink|location|
Australia,Deluxe Double Room with Balcony,2  ,November 2018,Couple, It was clean comfortable central,9.2,Wonderful,1,dirty|comfort|location|
United States of America,Standard Double Room - Atrium View,1  ,November 2018,Couple, Friendly & efficient staff,10.0,Most enjoyable planning a rebook & joined their rewards,1,staff|
Australia,Premier Twin Room,1  ,November 2018,Family," Very clean and professional, a lovely hotel",9.6,Great hotel,1,dirty|
Australia,Superior Double Room,1  ,November 2018,Couple," Professional, attentive and friendly service.... unfaultable.
Double glazed windows and thick blockout curtains eliminated all outside noise.... the perfect recipe for a cosy atmosphere and a Sunday sleep in!
12pm checkout made my stay even more relaxing.",10.0,Exceptional,1,staff|location|noisiness|bed|
Australia,Superior Twin Room,2  ,November 2018,Solo traveler," Every staff member I encountered across my two day stay was welcoming, friendly, and helpful, very professional and service oriented. The room was notably very clean, spacious, and beautifully appointed. The bathroom had a sense of luxury and was well appointed.",9.6,Perfect,1,staff|dirty|bathroom|
New Zealand,Superior Double Room,2  ,October 2018,Solo traveler," Bed was very comfy. Great ambient lighting (reading, spots, diffuse) 
Blackout blinds helped sleep quality. 
Ideal location for shops, restaurant and 5 minute walk to Wynyard Station.",9.6,"Very pleasant room, courteous and helpful staff, quality food.",1,bed|comfort|noisiness|location|restaurant|
Australia,Standard Double Room - Atrium View,1  ,October 2018,Couple," The historic building, the location, and the room.
The staff were very helpful, friendly, and genuine.",10.0,Exceptional,1,location|staff|
