Guest_country,Room_info,Nights_stayed,Date of stay,Travel_type,Review,Grade,Title,Negative,Positive,Facilities
United Kingdom,Superior King Room with Iconic View,3  ,November 2019,Couple," Room was cold 7th floor with heating
Road works outside working all night
Swimming pool cold",7.1,Great location,1,0,temperature|location|fitness|
United Kingdom,Superior King Room with Iconic View,1  ,November 2019,Group, Noise outside and there was a damaged bathroom door,9.2,Very loud outside window to room 101,1,0,noisiness|location|bathroom|
Argentina,Superior Twin Room,1  ,November 2019,Solo traveler, The reception was not so well organized and and not so clean.,8.0,Very Good,1,0,staff|dirty|
Saudi Arabia,Superior King Room,1  ,November 2019,Solo traveler, Cleanliness,9.6,Amazing location & great accommodation,1,0,dirty|
United States of America,Superior King Room with Iconic View,4  ,October 2019,Couple, Bathroom was missing some accessories,8.0,In general it was a nice hotel always I stay in,1,0,bathroom|
Ireland,Executive King Room (3 Adults),2  ,October 2019,Family," Room requests honoured, value for money, breakfast room check in lady needs retraining as rude to customers. General corridors/passage ways could do with a good hoover.",7.1,Disappointing.,1,0,price|food|staff|
South Africa,Superior King Room,5  ,October 2019,Solo traveler," The gym facilities could be better maintained. You need some new equipment. 
One morning the lights and running machines were not switched on. Another morning there was no towels available.",8.0,Very Good,1,0,fitness|bathroom|
Netherlands,Superior King Room,2  ,October 2019,Couple," There was nothing we didn't like, but nothing that thrilled us either.",8.0,Pleasant hotel with good facilities at a practical location.,1,0,
Singapore,Superior Twin Room,3  ,October 2019,Group," Utube app was not working most of the time on hotel tv, wifii card in tv must be slow as internet was working fast on phones",8.8,Very good stay overall,1,0,tv|
United Kingdom,Superior Twin Room,3  ,October 2019,Couple, Surrounding roadworks.,7.5,Good,1,0,location|
United Kingdom,Superior King Room,3  ,October 2019,Couple, Road works outside BUT you don’t hear it in your room. We asked for quiet room so no view as off lane,9.2,Wonderful,1,0,location|noisiness|
Belgium,Superior King Room with Iconic View,2  ,October 2019,Couple, Location in city center,7.9,Good,1,0,location|
United Kingdom,Executive King Room (3 Adults),2  ,October 2019,Family, Road works day and night,7.1,Ok but road works should be displayed on website,1,0,
Saudi Arabia,Superior King Room,3  ,October 2019,Couple, The towels little bit old .,8.3,Very Good,1,0,bathroom|
India,Executive King Room (3 Adults),3  ,October 2019,Group," ,the picture shown to me at the time of booking the room was different to the room allotted to me ,,the staff said booking .com shows different pictures and not of those rooms which they have ...so whom should i blame after paying a heavy price ..i requested the hotel staff to give me the room according to the picture shown but they said hotel was full n had no rooms ,,,even after booking rooms well in advance we have to suffer and not get the rooms as per our choice is a shame ..",9.2,Room not as per my booking,1,0,tv|staff|price|
United Kingdom,Superior Twin Room,2  ,September 2019,Family, Cups in room we’re not cleaned and only one tea bag each!!,8.3,Great location,1,0,drink|
Hong Kong,Superior King Room,1  ,October 2019,Couple," I visited some years ago, before the refurbishment, and there was a lively atmosphere. It’s pretty much gone nowadays.",7.9,Good,1,0,
United Arab Emirates,Superior King Room,3  ,October 2019,Couple, The noise from extensive construction in progress across the street.,9.2,Wonderful,1,0,noisiness|
United Kingdom,Superior King Room,5  ,October 2019,Couple, Didn’t have free water,9.0,Brill,1,0,dirty|bathroom|
Saudi Arabia,Superior King Room with Iconic View,11  ,October 2019,Solo traveler, There was a construction in front of the hotel,9.2,Wonderful,1,0,
Germany,Superior King Room,1  ,October 2019,Couple," Room service, noise of construction outside starting at 5am",8.8,Excellent,1,0,staff|noisiness|location|
Canada,Superior King Room with Iconic View,3  ,October 2019,Couple," Breakfast was expensive $18 euro pp,  buffet.",7.0,Good,1,0,food|price|
United Kingdom,Superior King Room,2  ,October 2019,Couple," For us the location was an issue as it was very noisy at night( tram noise, drunk people and constant beeps from bikes and cars). The staff seemed unhelpful and customer service could have improved.",7.5,Nice location,1,0,location|noisiness|parking|staff|
United States of America,Superior Twin Room,1  ,October 2019,Couple, No taxi service at front door & did not deliver my room service request.,7.5,Good,1,0,staff|
Egypt,Superior King Room,3  ,October 2019,Couple, Lots of road constructions outside,9.2,Nice old hotel in the heart of Amsterdam,1,0,location|
United States of America,Superior King Room,3  ,September 2019,Couple," 1) online description of hotel and services did not include info that breakfast buffet was included in room price; rather, it stated that the buffet was 21 euros or thereabouts. We almost decided to look elsewhere.
2) indoor pool is so small that one cannot actually swim. 3) need better signage for locating pool and workout room, posted all along the way, especially where one must go thru a door and climb up a service stairway to another closed door. We gave up the first two tries. 4) because of construction, our airport car service dropped us off a block away. It was quite a struggle to maneuver two large pieces of luggage over tram tracks, past heavy traffic and traffic barricades, and through crowds of tourists. We were concerned about having to do the same thing when we left, so it was a welcome surprise that the hotel had an arrangement with a taxi company to come in through an alternate route directly to the front entrance.",9.0,"We will definitely stay here again. Perfect location, good breakfast, great staff, and nice rooms.",1,0,staff|food|price|fitness|location|parking|
Saudi Arabia,Executive King Room,9  ,October 2019,Family," Poor housekeeping that u should tell them to change towels, blanket and etc
I booked for a king bed executive room, but they gave me smaller room with twin beds... 
I had to call them to change it and they did it eventually...",7.1,Good,1,0,bathroom|bed|
Saudi Arabia,Executive King Room with Iconic View (3 Adults),2  ,September 2019,Family," They force me to book extra room because I have 2 kids (2 & 4 years). They said they cannot locate more than 3 people in one room. This was shocking to me and I was disappointed. 
The staff was rude and they don’t understand we are one family.",7.9,Good hotel but bad management,1,0,temperature|staff|
Ireland,Superior King Room,3  ,October 2019,Couple," There wasn't anything we didn't like, perhaps the price of the breakfast could be reduced.",9.6,"We had a lovely short stay in a beautiful hotel, which is centrally located allowing easy access.",1,0,price|food|
Indonesia,Superior King Room with Iconic View,2  ,October 2019,Couple, Taxi can not stop near hotel,9.6,A very nice hotel to stay a night or two,1,0,location|
United Kingdom,Superior King Room,3  ,October 2019,Couple," The pool and sauna were closed which would have been good to know in advance. Additionally, the €75 deposit for the minibar seems a little excessive.",8.3,Very Good,1,0,fitness|
South Africa,Superior King Room with Iconic View,1  ,October 2019,Couple, the lifts were confusing,9.6,will come again!!,1,0,
Canada,Superior King Room,1  ,September 2019,Couple, Did not get the room I was suppose to get because I arrived too early,7.5,Good,1,0,
United Kingdom,Superior Twin Room,2  ,October 2019,Group, Very disappointed we were not informed that the swimming pool and sauna were going to be closed for refurbishment. The weather forecast before going didn’t look great so I picked this hotel specifically for these facilities so we could use them incase of bad weather and just simply to relax. So I was annoyed when we went to use them on a particularly wet day and they weren’t open!!!!,8.3,Great hotel and location perfect,1,0,fitness|
United States of America,Superior Twin Room,2  ,September 2019,Family, The main entrance is not handicap accessible.,7.9,Good,1,0,
United Kingdom,Superior King Room,2  ,October 2019,Couple," Great hotel, great location. Staff and service was excellent",9.2,Wonderful,1,0,location|staff|
Israel,Executive King Room (3 Adults),3  ,October 2019,Family, Sofa bed wasn’t very comfortable and wifi not the best,9.2,Great,1,0,comfort|bed|wifi|
Egypt,Superior King Room with Iconic View,4  ,October 2019,Couple, Nothing,7.5,Good,1,0,
Qatar,Superior Twin Room,3  ,October 2019,Family, Housekeeping please be more attentive .,8.8,Amazing location .,1,0,
United Kingdom,Superior Twin Room,3  ,October 2019,Couple," Room 650 - Shower that flooded.
Noisy central heating pipes.",7.5,Good,1,0,bathroom|noisiness|location|temperature|
United States of America,Superior King Room with Iconic View,3  ,September 2019,Couple, Big Construction project outside our window spoiled the view. Very busy intersection with trams etc.,9.0,Good central location in heart of action,1,0,location|
United States of America,Superior King Room with Iconic View,3  ,September 2019,Couple," I booked the room with the impression that there was a french door balcony. There was, but it was chained locked and the hotel would not allow it to be opened.",9.6,Exceptional,1,0,
Israel,Superior Twin Room,5  ,October 2019,Group, capsules for espresso machine in the room were only decaffeinated,9.2,overall highly recommend,1,0,
Malta,Superior King Room,1  ,October 2019,Solo traveler, Breakfast was a pretty standard affair and my only complaint is that the scrambled eggs were really salty. That won't help anyone's high blood pressure and should be something patrons should be free to add themselves...or not:),8.0,will return and would recommend.,1,0,food|
United Kingdom,Superior King Room,2  ,October 2019,Group," Swimming pool and sauna were shut for refurbishment , one reason I booked this hotel was because it’s one of very few in Amsterdam that have a swimming pool . Wish I’d known before I booked it !",7.9,Good,1,0,fitness|
Australia,Superior King Room with Iconic View,2  ,September 2019,Couple," Housekeeping very slow, room only made up after 6pm and no replacement toiletries or tea and coffee",7.5,Good location,1,0,drink|
Germany,Superior King Room with Iconic View,5  ,September 2019,Solo traveler, Breakfast is very good but Restaurant to small. Long Waiting for seats.,8.3,nice Stay in Amsterdam,1,0,food|restaurant|
Kenya,Superior King Room,1  ,September 2019,Couple, Several areas were only marginally accessible for anyone who has physical challenges either getting up stairs or lifting bags ie. no ramp at the front entrance!,8.3,Good hotel in a great location!,1,0,location|
United Kingdom,Superior Twin Room,1  ,September 2019,Group, The only thing I wasn’t very impressed with was checking in. We arrived in Amsterdam at 6.20am and went to the hotel for them to hold our luggage. We went off and did some sight seeing and had a spot of lunch and then went back to the hotel for 2pm to check in. We were told that they were very busy and our room wasn’t ready and this would take at least another hour for the cleaner to finish. We eventually got a room around 3.30pm when all we wanted to do was have a little nap after the early start.,7.9,Happy overall but disappointed with check in,1,0,location|food|dirty|
United Arab Emirates,Superior Twin Room,2  ,September 2019,Group, Breakfast is very poor.,7.9,Good,1,0,food|
United Kingdom,Superior King Room,2  ,September 2019,Group, .,9.2,Very Good,1,0,
United Kingdom,Executive King Room with Iconic View,2  ,September 2019,Couple, Too noisy,7.1,Good,1,0,noisiness|
Australia,Superior King Room,3  ,September 2019,Solo traveler, It was a little hard to get help at the concierge desk. They guys always seemed to disappear whenever I needed help with a bag.,9.6,"Great, safe, comfortable and clean.",1,0,
Kuwait,Superior King Room,1  ,September 2019,Solo traveler, Rooms are a bit dark in décor and could use a freshen up.,7.9,"Nice place for central Amsterdam, easy to get to from the train.",1,0,comfort|
United Kingdom,Superior King Room,2  ,September 2019,Couple," The coffee maker in the room had no instructions and was difficult to use.
Not enough supplies of  Teas , milk or creamer.
There were no room or hotel instructions in room  --  how to raise the temperature or get extra blankets.
The TV had no access to British (or US) News or programme  Channels or sport.",7.1,"Excellent position close to station , quiet but pricey",1,0,drink|temperature|bed|tv|wifi|
United States of America,Executive King Room (3 Adults),4  ,September 2019,Family, We had a pull-out bed/couch for our teenage daughter to sleep on. The mattress was in bad shape. You could feel the springs through the top of the mattress. Not very uncomfortable for her. Fortunately she was a trooper and slept on it anyway.,9.2,Great location for both walking around the city as well as accessing public transportation.,1,0,bed|comfort|
United States of America,Superior King Room with Iconic View,3  ,September 2019,Couple, House cleaning seemed a little off key,9.2,Wonderful,1,0,dirty|
United States of America,Superior King Room with Iconic View,5  ,September 2019,Couple, Nothing.,9.6,Exceptional,1,0,
United Kingdom,Superior King Room,6  ,September 2019,Couple, Noisy link room,9.2,Wonderful,1,0,noisiness|
Canada,Superior King Room,3  ,September 2019,Solo traveler," My room has not been cleaned the first day, and on the second, i was given no sanitary products ( soap, shampoo, etc)",8.3,Very Good,1,0,tv|
Ukraine,Executive King Room,1  ,September 2019,Couple," When I booked the hotel, about week ago, I asked to get king or queen size bed not two separate, that was important , and in the end , on reception they told me there is no that kind of bed",8.3,"Located in center, everything clean and very comfprtable",1,0,bed|staff|
Australia,Superior Twin Room,2  ,September 2019,Family, Little bit pricey for the standard but the location determined a lot of that of course,8.8,"Fantastic stay, would stay again, great location",1,0,price|location|
United Kingdom,Superior King Room,5  ,September 2019,Couple, Having to go in two lifts to get to our room!,9.6,Exceptional,1,0,
Italy,Superior King Room,1  ,September 2019,Couple, My room (king superior) was without windows... unbelievable for 254€ ...,7.1,Una notte mordi e fuggi,1,0,
United Kingdom,Superior King Room,1  ,September 2019,Couple, In the centre,7.5,Good,1,0,location|
Australia,Superior King Room,2  ,September 2019,Couple, Bed was very hard.,8.8,Excellent,1,0,bed|
Ireland,Superior King Room,3  ,September 2019,Couple, Bar and reception a bit dark and dull,7.9,Did us find for a city break,1,0,drink|restaurant|staff|
United Arab Emirates,Executive King Room,2  ,September 2019,Solo traveler, Called three time for someone to fix the TV in the suite and they never showed up. So my guests missed the game,9.2,Like it,1,0,tv|
United States of America,Superior King Room,2  ,August 2019,Couple, Our first room we had multiple problems with the keys.  Second room awesome,9.6,Exceptional,1,0,
Israel,Superior King Room,7  ,September 2019,Couple," The price is a bit expensive for the room i got ,  they gave me a regular room with a price of an executive :/
I had to reclaim for another room and needed to wait for a while till they chaged the room.",8.8,Excellent,1,0,price|
Philippines,Superior King Room,2  ,September 2019,Couple," Well being Amsterdam, the room was of course small for the price. Rather crowded lobby at check in (but hardly the hotel's fault). Overall, highly recommended and nothing in particular.",8.8,High-tech hotel with a touch of class conveniently opposite railway station,1,0,price|
Ireland,Superior King Room,2  ,September 2019,Couple, It was a little bit on the expensive side,9.6,Exceptional,1,0,price|
Australia,Superior King Room,1  ,September 2019,Couple, Despite having lifts we still needed to navigate a steep winding staircase with our luggage to reach our room which was rather difficult,7.9,Good,1,0,
United States of America,Superior King Room,4  ,August 2019,Couple, The way my initial payment was handled at check out.  It took us almost an hour to check out.,8.8,Excellent,1,0,price|
Kuwait,Executive King Room (3 Adults),7  ,September 2019,Family, Maybe the room service doesn’t clean well,8.8,Such a great stay and even if I travel again to Amsterdam I wil stay in park plaza victoria,1,0,staff|dirty|
Ireland,Superior Twin Room,1  ,September 2019,Group," The air conditioning, no matter what we did it wouldn't switch off so the room was cold.  We spoke to the staff and they sent up some maintenance staff who adjusted it but it still didn't work. You would switch it off and within 5 minutes it was back on again.",8.8,Excellent,1,0,temperature|staff|
Israel,Executive King Room (3 Adults),2  ,September 2019,Family, The parking,9.6,Exceptional,1,0,parking|
Israel,Superior King Room,3  ,September 2019,Solo traveler," The enterance steps and heavy suitcases are not good  friends :)  But  there  is a nice stuff member to help.  Which is a salvage. 
And may be a breakfast could be a bit cheaper.",9.6,Best way to have  a grate  holiday!  No worries  at all.,1,0,food|price|
Ireland,Superior Twin Room,2  ,August 2019,Family, Nothing,9.6,Weekend away,1,0,
Kuwait,Superior King Room,1  ,August 2019,Solo traveler," Some of the room was I cleaned upon entering, mainly in the bathroom",7.9,Good,1,0,bathroom|
United Kingdom,Superior King Room,3  ,August 2019,Couple, That fact that I still haven't received my 75e security deposit back yet,9.6,Exceptional,1,0,
Taiwan,Superior Twin Room,4  ,September 2019,Couple, The room can be more clear for long stay and can provide free water bottles for room.,9.2,Wonderful,1,0,dirty|bathroom|drink|
United States of America,Superior King Room with Iconic View,3  ,August 2019,Couple," Check in was queued up - but perhaps that in unavoidable at certain moments.  Check out was simpler and extremely courteous. Our bill was trimmed slightly - a nice accomodation 
The bicycle path outside the front door was intimidating at times - being non-native I wasn't always fully prepared for oncoming traffic.",8.3,"Good location, good accomodation, everything we needed.",1,0,staff|location|
Malaysia,Executive King Room (3 Adults),2  ,August 2019,Solo traveler, None,9.6,Exceptional,1,0,
United Kingdom,Superior King Room with Iconic View,1  ,August 2019,Solo traveler," For so much they always only give the 1st floor room, its like they judge when giving a room.",7.5,Good,1,0,
United States of America,Superior King Room with Iconic View,2  ,August 2019,Couple, Service for check in and check out was painfully slow.,9.2,"Enjoyed our stay, including restaurant and lounge.",1,0,staff|
United States of America,Executive King Room with Iconic View (3 Adults),2  ,August 2019,Family," I would love to give this place a solid 10 but after seeing that disgusting clump of dirt, cigarettes, bird droppings, and whatever else was in that mound located right outside of my window (the same window I paid extra for to have a nice view),  I can’t give it a 10.  I don’t know what management or housekeeping was thinking by having that nasty looking clump right  outside of the window.  But, fortunately, once they set up the third bed in the room for my daughter, I was blocked from the window, and no longer had to worry about catching glimpses of the dirty mess. When I first saw the clump, I became nauseous and was tempted to check out of the hotel altogether. But after seeing how centrally located the hotel is, and seeing all the life around the area, I calmed down and enjoyed the hotel and the location.",8.3,"Modern room in a beautiful, historic building. But eyesore out “view” window.",1,0,location|covid|price|bed|dirty|
Kuwait,Superior Twin Room,5  ,August 2019,Group, Nothing,9.6,Exceptional,1,0,
United Kingdom,Superior King Room,3  ,August 2019,Solo traveler," Had a noisy room on the first night and very little sleep. Was moved to a room that had a blocked sink, bathroom smelt and the heater came on at 11pm. The rooms were not particularly clean and none were as quiet as I like. I've stayed in quieter and cleaner 2 and 3 star hotels.",7.1,Good,1,0,noisiness|bed|bathroom|dirty|
Kuwait,Superior King Room with Iconic View,1  ,August 2019,Solo traveler, Don't care about customer's requests,7.5,End,1,0,staff|
New Zealand,Superior Twin Room,2  ,August 2019,Family," The Taxis should have a fixed price from the airport, unless your Hotel run a shuttle. The two lift idea I found strange at the beginning, but this is the layout of the Hotel.",7.9,"Although only two nights, our stay was enjoyable, and would recommend the Hotel to future visitors.",1,0,price|location|
Greece,Superior King Room,4  ,August 2019,Group, Everything is beautiful,9.6,It was great and comfortable,1,0,
United Kingdom,Executive King Room (3 Adults),4  ,August 2019,Family," Towels weren’t changed each day 
We arrived at hotel at 11pm and were hungry the hotel could not offer us any thing to eat",8.8,Amsterdam was clean food was good people were friendly,1,0,bathroom|food|
United Kingdom,Superior Twin Room,3  ,August 2019,Family," The room was a little ‘tired’. Patches of threadbare carpet, chipped wood and lighting was poor.
From the picture you think you’re staying in an old Victorian hotel but my room was in a modern building next door which I felt was deceiving. It was also quite a trek from the main entrance, two lifts and a walk across a small bridge linking the two properties. 
There was no milk in the room for tea and coffee and we had to ask for a toilet roll even though our room had been cleaned and it was clear we didn’t have any.
For what I paid I didn’t feel it value for money.",7.5,Good,1,0,tv|comfort|drink|bathroom|price|
Thailand,Superior Twin Room,1  ,August 2019,Couple," The price can be skyrocketed depends on the selected date.
Some rooms located at the back or side part of the hotel and their are little stair on that floor (5-6 steps) so you will have to work with your luggage",9.2,Wonderful,1,0,price|location|
Kuwait,Superior King Room with Iconic View,4  ,August 2019,Couple, 2 elevators,9.6,Exceptional,1,0,
France,Superior King Room,1  ,August 2019,Family, The price was exaggerated for the location,7.5,Good,1,0,price|location|
United Arab Emirates,Superior King Room,1  ,August 2019,Solo traveler, the size of the room within the value of the money,7.9,was very good,1,0,price|
Kuwait,Superior King Room,3  ,August 2019,Couple, Nothing to mention,9.2,Wonderful,1,0,
United Kingdom,Superior King Room,2  ,August 2019,Couple, Night staff were quiet rude,9.2,Wonderful,1,0,staff|noisiness|
United Arab Emirates,Superior Twin Room,5  ,August 2019,Group, the attitude of the receptionist,7.1,Good,1,0,
Australia,Superior King Room,4  ,August 2019,Couple, We had to ask for our room to be cleaned. We expected that it would be cleaned during the morning. The cleaner only did basic clean of replacing towels and making the bed. The floor was not vacuumed and tea/coffee sachets not replaced. Bathroom was not always wiped near vanity basin. Very disappointed with this otherwise hotel was good.,7.1,Happy with our stay but not happy with the cleaning.,1,0,dirty|bathroom|bed|drink|location|
India,Superior Twin Room,2  ,August 2019,Couple," Bottled drinking water should be complementary, at least two per day",9.2,"A pleasant stay, hotel centrally located, friendly staff, specially the concierge",1,0,drink|dirty|bathroom|
Saudi Arabia,Superior King Room,4  ,August 2019,Solo traveler," The receptionist staff was unhelpful and don't care about us.
The first day, my room wasn't clean although I left the hotel around 12 pm and came back at night my room wasn't clean ( the sign of cleaning was there ). The second day, my room was clean my room but not change the beds sheet. 
I asked for two wakes up calls and I received none I missed my train. The Asian woman manager was not good and unuseful with me because I had a problem with other staff at customer service relation was bad behaviour with us. She defended him and not listen to my situation and she doesn't care about me.",7.1,Good,1,0,staff|dirty|bed|
Qatar,Superior King Room,2  ,August 2019,Couple, Parking and far from lift,9.6,Exceptional,1,0,parking|
Saudi Arabia,Superior King Room,5  ,August 2019,Couple," One lady from the room service had bad behavior because every time I called her, she said call after one hour or half an hour, she wanted me to call the other shift she is so lazy.",7.9,Good,1,0,staff|
Germany,Superior King Room,2  ,August 2019,Couple," Friendlier and more accommodating staff.  Staff was very cold and impersonal.  When we attempted to get our key, the system was down.  Instead of saying go to the bar for a free drink on the Victoria we were told to come back later. NOT good service.  When we left, the concierge told us he would notify us when the taxi arrived and help us with the luggage.  The taxi arrived and the concierge was nowhere to be seen.  The concierge told us that the taxi would charge us a fix fee of 52 Euros to go to the airport.  Instead we were charged 59 euros and change..",7.5,If I return to Amsterdam I would definitely shop around.,1,0,staff|drink|restaurant|location|price|
New Zealand,Executive King Room with Iconic View (3 Adults),1  ,July 2019,Family," When I booked I had paid extra for an expensive room - Executive King room with Iconic views for 3 adults $576 NZ as we only had the one night in Amsterdam so we thought spend the extra its going to be special.  The picture of the room on booking.com looked much bigger ( there were 3 of us and looking through the photos now not sure got the room we paid for) and showed rooms with large windows - or 3 sets of french doors even -that started lower to the ground with lots of light and amazing views. The room we got had one set of windows up higher from the floor which were not easily accessible because the sofa bed was up against that wall where the window was - when we tried to open them (while standing on the sofa bed)  they had a safety restraint and opened only so far. Fair enough we thought - safety first -  So we tried to put our phone out the gap of the window to take a photo of this Iconic View and noticed there was black safety mesh net all over he outside of the building so we couldn't properly see the Iconic view or even take a picture of it through the mesh. If you are going to charge extra or even put that in the statement line in the information don't you think you should be able to see it unemcumbered? When you look at the photos online you cant see any net on the outside of the building, the rooms look a lot bigger and do not properly represent the room we actually stayed in. I did go back down to reception and query this view situation and they offered us free breakfast which was nice but I would rather have had what I thought I was paying for. I always try to avoid confusion on check in so I had already asked  - this is what we booked is this what we are getting - the answer was Yes. But as we kiwis say - yeah but nah!",7.5,Lovely Hotel shame about the netting.,1,0,price|location|tv|comfort|bed|staff|food|
Oman,Superior King Room with Iconic View,3  ,August 2019,Couple, Paid extra for something called iconic view. It’s a window facing onto Central Station. However it’s an old building and the window s are really small so basically a waste of money,7.9,Iconic view?,1,0,price|location|
United Kingdom,Executive King Room with Iconic View (3 Adults),3  ,August 2019,Family, Room was unavailable when we arrived and we got there at 6:30pm. Did not get into room until nearly 7:30pm.,9.6,Very comfortable and enjoyable hotel,1,0,
Lebanon,Superior King Room,3  ,August 2019,Couple," Too crowded, AC was not very comfortable",7.9,Good,1,0,comfort|
United Kingdom,Superior Twin Room,1  ,August 2019,Couple, The bed wasn’t really comfortable and the bathroom hadn’t been cleaned properly. However the staff soon put that right with a quick call down to the desk.,8.8,Excellent,1,0,bed|comfort|bathroom|staff|
United Kingdom,Executive King Room with Iconic View (3 Adults),1  ,August 2019,Family, We were a little disappointed that the pool was unavailable although there was an arrangement with another hotel so there was access. I would have liked more teabags and milk.,8.3,All in all a pleasant stay,1,0,fitness|
United Kingdom,Superior King Room,3  ,August 2019,Couple, Had a slight issue when we checked in and was given the wrong room but we went to reception and explained and was given another room,9.2,Wonderful,1,0,staff|
United Kingdom,Superior King Room,3  ,August 2019,Couple," They ran out of umbrellas on a very wet and windy day 😑
The shelf in the bathroom under the mirror was very dusty. Just unfortunate that the cleaners cleaned everywhere but there and I could see th dust building up gradually with each passing day 😓 
Everything else about the hotel was excellent",9.2,Excellent hotel and experience,1,0,bathroom|dirty|
Canada,Superior King Room,3  ,August 2019,Couple," Lots of construction by the hotel, and crowds at that time of the year, made it a little crazy.  But that's temporary.",9.6,Beautiful hotel in an amazing location.,1,0,
United Arab Emirates,Executive King Room (3 Adults),1  ,August 2019,Family, Lift waiting time is more than expected ...,9.6,The property has helped to shape my trip to Amsterdam very meaningfully.,1,0,
United States of America,Superior King Room,2  ,August 2019,Couple, Room with a view and balcony.,7.5,Good,1,0,location|
United Kingdom,Superior King Room,3  ,August 2019,Couple," Room was not cleaned one day, on second day it looked like it would not be cleaned either so was forced to complain.",7.5,"Nice, maybe a bit overpriced.",1,0,
Ireland,Superior King Room,3  ,August 2019,Couple," The staff, the food, the decor of the hotel is so contempery and very safe place to stay.",9.6,Very relaxing made possible by the surroundings and the staff,1,0,staff|drink|food|comfort|location|
United Kingdom,Superior King Room,3  ,August 2019,Couple," We had a problem with the air con that wouldn’t turn off and we had to make daily phone calls to reception, there was a smell in the room that wasn’t very nice. The last night the control panel stayed lit up all night so made the room very light.",9.2,Wonderful,1,0,temperature|staff|
United Arab Emirates,Executive King Room (3 Adults),3  ,August 2019,Family, Entrance to Park Plaza Victoria was a bit tricky as you have to enter from Victoria hotel and then change two lifts to get to your room,9.2,"Great location, huge sized rooms, abundant accessories in the room",1,0,location|
Finland,Executive King Room (3 Adults),2  ,July 2019,Family," The room is far away from the reception, because you have to go one floor up, and walk about 20m to take another elevator to reach to your destination.
From the main door to the reception, there are 5 steps. if you have a heavy luggage, it feels not convenient.",8.8,We like this hotel and enjoy staying in the hotel!,1,0,staff|
United States of America,Superior King Room,3  ,August 2019,Couple, -Had some trouble with one staff member; a trainee that charged my credit card incorrectly.,9.6,Exceptional,1,0,staff|
Iceland,Executive King Room (3 Adults),4  ,July 2019,Family," Too much plastic use (Amsterdam in general should stop using so much plastic). 
The beds could have been more comfortable.",8.8,A good stay in a central location in Amsterdam.,1,0,bed|comfort|
Indonesia,Executive King Room (3 Adults),3  ,July 2019,Group, Electricity down,7.9,Good,1,0,
United Kingdom,Superior King Room,2  ,August 2019,Couple, The shower was blocked on the first night but once reported it was fixed within minutes.,9.6,Superv,1,0,bathroom|
Indonesia,Executive King Room with Iconic View (3 Adults),7  ,August 2019,Family," When the whole hotel had a blackout there were no staff anywhere to be seen on any floors to tell the guests what was going on, how to get downstairs with lifts not working   , to help with suitcases etc of guests checking out and no apology afterwards from management. It was handled very badly.",7.1,Good,1,0,staff|bathroom|
Australia,Superior King Room,4  ,August 2019,Solo traveler, One staff member at the concierge desk was very rude. I asked him why a suitcase which was delivered by the airport was sitting at the lobby for over 8 hours; he said he had a very busy day,7.9,Good,1,0,staff|location|
United Kingdom,Superior Twin Room,1  ,July 2019,Family, Possibly Pricepoint..,9.6,Fantastic Location.. Great Breakfast..Friendly Staff..,1,0,
United States of America,Executive King Room with Iconic View (3 Adults),3  ,August 2019,Solo traveler, Mini bar in my room had food from previous guest and I was billed for what they ate in the minibar.,9.6,Exceptional,1,0,drink|restaurant|food|
United Kingdom,Superior King Room,2  ,August 2019,Solo traveler, The front door at late night need more attention had to wait 5 minutes to get access at 3 am.,9.2,Pride weekend,1,0,
Egypt,Superior King Room,2  ,August 2019,Solo traveler, Cleaning workers don't clean every day,7.1,Good,1,0,dirty|staff|
United Kingdom,Superior King Room,1  ,July 2019,Couple, Maybe a touch too formal !?,9.6,Great beds the biggest I’ve seen,1,0,
United Kingdom,One-Bedroom Suite (3 Adults),2  ,August 2019,Family, Room service not great. Chef would not make us an omelette or even make us a pizza before 10.30pm. Considering the roo rate this was absolutely shocking.,9.6,Great family time in an amazing luxury hotel right in the centre of the city. Memories made.,1,0,staff|restaurant|
Ireland,Superior Twin Room,1  ,August 2019,Group, Queue for checkout,8.3,Very Good,1,0,
Finland,Superior King Room,4  ,August 2019,Couple, Breakfast was good but could have had a wider variety of food items.,9.6,Exceptional,1,0,food|drink|
United Kingdom,Executive King Room with Iconic View (3 Adults),2  ,July 2019,Family," There for 2 nights paid over £500. A few problems when we first arrived with room not having enough beds. 2 beds for 3 people. We where then moved room and told a bed would be added when we went out. Which a camp bed was added asked for more pillows which never arrived.  
Then had 1 robe between 3 people. Sad as we where there celebrating so wanted everything perfect.  
Asked house keeping the next afternoon for more robes and pillows and they sorted it for us.  
There where loud screaming teens in the next room who where still running around round screeching at 11:45pm making it hard to sleep.",7.5,Good,1,0,price|bed|noisiness|
Canada,Superior Twin Room,4  ,July 2019,Couple, Room not cleaned on one day,9.2,Wonderful,1,0,
Thailand,Executive King Room with Iconic View (3 Adults),1  ,July 2019,Family, Very crowded and very​ ​busy hotel.​ But they staffs are amazing to​ve able to​handle it.,8.8,Good​ tourist hotel​ in​ Amsterdam.,1,0,staff|
Belgium,Executive King Room with Iconic View (3 Adults),1  ,July 2019,Family, No hair dryer in the bathroom,9.6,Exceptional,1,0,bathroom|
Mauritius,Superior King Room,2  ,July 2019,Couple, There was a power failure on Sunday morning and I faced a no water situation in the bathroom at that very moment. Very uncomfortable.,9.6,Our Short stay in.Amsterdam at the Park Plaza Amsterdam,1,0,dirty|bathroom|
