Guest_country,Room_info,Nights_stayed,Date of stay,Travel_type,Review,Grade,Title,Negative,Positive,Facilities
United Kingdom,Superior Double Room,1  ,November 2019,Couple, The rooms and bathrooms could use an update. Plus when we arrived the hotel was covered in scaffolding and we were told at reception to expect to be woken up by noise the next day (Saturday) due to workers on the scaffolding. It would have been useful to know this in advance so we could have booked in a quieter hotel (we were really looking forward to sleeping in on Saturday!!).,7.0,Good for a short stay in a very central and convenient location,1,0,bathroom|staff|noisiness|bed|
Spain,Superior Double Room,1  ,November 2019,Solo traveler, All good!,8.0,Very Good,1,0,
Germany,Superior Double Room,1  ,November 2019,Solo traveler, Old rooms and an ice cold bathroom without any heater (only in the sleeping room).,7.5,Good,1,0,bathroom|bed|
United Kingdom,Superior Double Room,2  ,November 2019,Couple," The receptionist that took our luggage was not very friendly,although the rest of hotel was spotless, the reception is very dusty,behind computers,in full view of general public,first impression not brilliant",9.2,Wonderful,1,0,staff|location|
United Kingdom,Executive Double Room,1  ,November 2019,Couple, Some building work going on at moment did not affect us as a weekend visit,9.6,Exceptional,1,0,
United Kingdom,Superior Double Room,1  ,November 2019,Couple, Dining area cold,9.2,Wonderful,1,0,restaurant|location|
United Kingdom,Superior Twin Room,1  ,November 2019,Family," Builders drilling in walls which we were not told about before arrival. 
Unable to control the aircon room very cold when returned to room late on day. Was reported next day.",8.8,Shopping Trip,1,0,
United Kingdom,Superior Twin Room,1  ,November 2019,Family, Bedroom needs refurbishment as it is tired.  Bathroom has mould and needs freshening up,6.7,Great location,1,0,bathroom|
United Kingdom,Superior Double Room,1  ,November 2019,Couple, Carpet smelt a little damp.....I think because of people leaving the bathroom when wet,9.2,Wonderful,1,0,bathroom|
United Kingdom,Superior Double Room,1  ,October 2019,Solo traveler, Tea and coffee service at breakfast always a bit  slow and often have to get up from the table to request tea and coffee.,7.0,Good,1,0,drink|staff|food|location|
United Kingdom,Superior Twin Room,3  ,November 2019,Family," Refurbishment was going on, on the outside of the building and there was lots of drilling noise.
The piped music in the restaurant/ public areas was slit your wrist stuff (wondered why all knifes were quickly removed lol) weird music!",9.2,Wonderful,1,0,location|noisiness|restaurant|
United Kingdom,Superior Double Room,1  ,November 2019,Group, The beds were excellent.  The hotel room was fantastic.  We had a welcome cake in our room which was lovely.,9.2,Comfy and quiet.,1,0,bed|
United Kingdom,Superior Double Room,1  ,November 2019,Couple, Very expensive for what it is . suppose price is due to location,7.0,ok,1,0,price|location|
United Kingdom,Superior Double Room,1  ,November 2019,Couple, Looks like it’s overdue a refurbishment in the rooms. Looks a bit worn and tired,7.9,Good,1,0,
United Kingdom,Superior Double Room,1  ,November 2019,Couple," The bed was very noisy, we stayed in the junior suite on the 20th floor, you couldn’t even turn over in bed without it squeaking and clanging",9.6,Exceptional,1,0,bed|noisiness|
United Kingdom,Superior Double Room,1  ,November 2019,Couple, Being a Saturday night there were guests returning at all hours - not too noisy but enough to wake you. Bed was quite springy.,7.9,1 night stay to attend a concert,1,0,noisiness|bed|
United Kingdom,Superior Twin Room,2  ,November 2019,Solo traveler," The cleanliness of the bathroom could be better around chrome shower fixings, silicon sealants, drains and glass doors.  There were stains on the sofa.  For the price paid I expected better in those areas",8.3,Very Good,1,0,dirty|bathroom|comfort|bed|price|location|
United Kingdom,Superior Double Room,1  ,November 2019,Couple, Cold bathroom. One bedside light not working.,8.0,Good value for money in an excellent location.,1,0,bathroom|
United Kingdom,Superior Double Room,1  ,November 2019,Couple, Our bed was really noisy banged with every movement and very uncomfortable,9.2,Wonderful,1,0,bed|noisiness|
United Kingdom,Superior Double Room,1  ,October 2019,Couple, The room was in need of some refurbishment,6.7,Pleasant,1,0,
United Kingdom,Superior Double Room,1  ,October 2019,Solo traveler, It’s being renovated so was woken by drilling,7.9,Good,1,0,
United Kingdom,Executive Triple Room,1  ,October 2019,Family, When we arrived we were told 2pm the room would be ready but at 3.30pm it wasn't and then was told 5pm. They eventually sorted a room for us.,8.8,Excellent,1,0,
United Kingdom,Superior Double Room,1  ,October 2019,Couple, Unsightly with all scaffolding,6.7,Pleasant,1,0,
Italy,Superior Double Room,3  ,October 2019,Couple, Neighbors closing their door would wake me up at night. Furniture is a bit old.,8.3,Practical location and comfortable bed. Neighbors closing their door will wake you up though.,1,0,
United Kingdom,Superior Twin Room,2  ,October 2019,Family," Tired decor, bath panel cracked but not replaced. Poorly stocked tea/coffee etc. 
Ridiculously expensive",7.1,Good,1,0,comfort|bathroom|drink|price|
United Kingdom,Superior Twin Room,1  ,October 2019,Family, Air conditioning seemed to have a mind of it's own. Boiling hot then cold bedroom.,9.2,Wonderful,1,0,temperature|bathroom|
United Kingdom,Superior Double Room,1  ,October 2019,Couple, Bar appeared to close at 10:30?,8.3,Very Good,1,0,drink|restaurant|
United Kingdom,Superior Double Room,1  ,October 2019,Couple," Bathroom fittings are sparse. Needed at least one hook in there and a soap dish. Freebies were adequate in bathroom. A better courtesy tray in room would have been appreciated, NO biscuits !!!!!",7.5,Overnight stay to facilitate a concert weekend. Don’t know Leeds so choice was guesswork.,1,0,bathroom|tv|food|
United Kingdom,Superior Double Room,1  ,October 2019,Solo traveler," Bedroom could have been cleaned and cared for a little more, a spot of polish on the glass sideboard wouldn’t have gone a miss, and the walls could have done with a wipe or a fresh coat of paint. Fittings in the bathroom were broken and a handrail was loose on the wall.",7.9,Good,1,0,bathroom|location|
United Kingdom,Superior Twin Room,1  ,October 2019,Group, The glasses provided where not clean,9.6,Exceptional,1,0,dirty|
United Kingdom,Superior Twin Room,1  ,October 2019,Group, Room was a bit grubby and tired. Shower tap temperamental and almost caused a scalding incident. Not the hotel’s fault but the neighbouring guests were appallingly loud and inconsiderate. It’s probably par for the course for a city centre hotel on a weekend but would deter me from staying again,7.1,Good in parts,1,0,bathroom|noisiness|location|
United Kingdom,Superior Twin Room,1  ,October 2019,Group," One night stay in twin. It was fine. Nothing special, bit dated but ok for our needs.",7.5,Good,1,0,
United Kingdom,Superior Twin Room,1  ,October 2019,Solo traveler," Ongoing renovation work, the whole building is covered in scaffolding so it was hard to find the entrance.",9.2,Wonderful,1,0,
United Kingdom,Superior Double Room,1  ,September 2019,Couple, Mattress was extremely squeaky and a little unconfortable which made for a poor sleep,8.8,Excellent,1,0,bed|
United Kingdom,Superior Double Room,1  ,October 2019,Couple," Hotel looking a little tired, could do with refurbishment",6.7,Pleasant,1,0,
United Kingdom,Superior Twin Room,1  ,October 2019,Family, Breakfast could have been a bit hotter to make it perfect.,7.5,Good,1,0,food|
United Kingdom,Superior Double Room,1  ,October 2019,Couple, There was building work going on on the outside the the building which we weren't informed about. If other people book then they should be informed about it. The bed and pillows aren't the best. Maybe they should introduce a pillow menu like some other hotels do.,7.5,Good,1,0,location|bed|food|
United Kingdom,Superior Twin Room,2  ,October 2019,Group, We stayed for 2 nights and the room wasn’t really cleaned just the beds made and bin emptied - usually they at least wash/replace the cups!,7.5,Good,1,0,bed|
United Kingdom,Superior Double Room,1  ,October 2019,Couple, Bed wasn’t too comfy.... lot of noise from scaffolders but can’t be helped due to renovations. Breakfast was only okay .... staff not attentive enough and food quite tasteless.,7.9,Great location !,1,0,bed|comfort|noisiness|food|staff|drink|
United Kingdom,Superior Twin Room,2  ,October 2019,Solo traveler," The room was a bit cold for me, there was construction noise which disrupted my sleep. It doesn't cost much to have bottled water for your guest in the fridge. The cleanliness of the drawers & fridge needs improvement. A bin bag placed in a bin collector.",7.1,"My stay was good, it could have been better",1,0,noisiness|bed|drink|dirty|bathroom|
United Kingdom,Superior Double Room,1  ,October 2019,Group," The exterior of the hotel not so nice but probably due to all the scaffolding whilst the cladding is being done, the hotel reception area seemed quite dark",8.8,"Excellent location, lovely clean and comfortable room, loved the Pan Asian restaurant",1,0,staff|location|
United Kingdom,Superior Double Room,1  ,October 2019,Couple," Not that it couldn't be helped,  but hotel covered in heavy scaffolding. Quiet at the weekend,  but would not like to be there throughout the week,  as you are told to keep curtains closed, incase of prepping Tom builders!!!!",7.1,"Was very  nice,  and a great location.",1,0,noisiness|
Ireland,Superior Double Room,1  ,October 2019,Solo traveler," The breakfast was terrible.  There were no clean tables available, they were short staffed. The restaurant is lovely in the evening but not great for breakfast.",6.7,Pleasant,1,0,food|dirty|location|restaurant|
United Kingdom,Superior Double Room,2  ,October 2019,Couple," The lift system is inadequate for a 20 storey hotel. One of the three seemed to be out of action and, although quick between floors, they take for ever before opening the doors. Several of the room lights did not work and the shower control valve was not fully attached to the plumbing. The hotel was covered in scaffolding, so I expect it may be being renovated. These renovations were not intrusive and my hope would be that there may be a better hotel thereafter.",7.9,"Value for money, just where we needed it.",1,0,bathroom|
United Kingdom,Superior Double Room,1  ,October 2019,Solo traveler, Mini fridge in room didn't work.,7.5,Good,1,0,
United Kingdom,Executive Triple Room,1  ,October 2019,Group, The sofa bed was beyond uncomfortable. The top portion juts out above the mattress a good few inches and the mattress itself is almost non-existant. My back was in agony for at least 2 days after.,6.7,Pleasant,1,0,comfort|bed|
United Kingdom,Superior Twin Room,2  ,October 2019,Group, Not really a major dislike but would have preferred slightly brighter lighting in the restaurant.,9.6,An excellent choice for a reasonably priced city centre stay.,1,0,restaurant|
United Kingdom,Superior Double Room,1  ,October 2019,Couple," Noise from other guests late at night.
Room was a little dark.",7.9,Good,1,0,noisiness|
United Kingdom,Executive Double Room,2  ,October 2019,Couple, The only thing that I was initially unhappy with was the pillows.  I did not sleep well the first night as they were very lumpy.  I asked for new pillows and lovely feather ones were bought to the room and the second night I slept much better :),8.3,Great hotel in the heart of the city. Staff were amazing!,1,0,bed|
United Kingdom,Superior Double Room,1  ,October 2019,Solo traveler, Nothing,9.2,Really happy,1,0,
United Kingdom,Superior Double Room,2  ,October 2019,Solo traveler," Room was abit run down could do with abit of work/refresh.
Late night pizza was expensive and poor quality. Would be good if parking was included.",8.3,Staff were great. Room could do with update.,1,0,price|parking|
United Kingdom,Superior Double Room,1  ,October 2019,Couple," Uncomfortable pillows
Very noisy road
On top floor, however still people knocking on doors and running up and down the corridors screaming and shouting at at 4am.",8.8,Nice clean hotel with view. Food nice. Far too noisy,1,0,bed|noisiness|
United Kingdom,Superior Double Room,1  ,October 2019,Couple, unfortunately there was no mention of any building works,7.5,good but could have been better paid a premium rate for a 3 star experience,1,0,
United Kingdom,Superior Twin Room,1  ,October 2019,Group, Booked a superior twin room but beds were made up as a double when we arrived in the room.,8.3,Nice break. Would recommend.,1,0,bed|
United Kingdom,Executive Triple Room,2  ,October 2019,Family, executive room was not worth extra monies paid it was twin room with not very comfortable sofa bed.,7.1,overall experience was good.  Rooms are in need of updating.,1,0,price|comfort|bed|
United Kingdom,Superior Double Room,1  ,October 2019,Family, Nothing,9.2,Wonderful,1,0,
United Kingdom,Superior Double Room,1  ,September 2019,Solo traveler, Grubby looking walls and mirror.,7.1,So simple!,1,0,
United Kingdom,Executive Double Room,1  ,September 2019,Family, Out dates furniture building site,7.1,Good,1,0,location|
United Kingdom,Superior Double Room,1  ,October 2019,Couple," The noisy work was extremely disruptive first thing in the morning, my partner and I could not sleep and had just flown back from Canada, it was very frustrating and instead of having a restful nights sleep it had added to our jet lag. We understand these things happen and we were informed that the works were going to take place upon arrival however did not think they would be so loud and last the entire morning. After calling reception hoping they may move us to a less noisy room or provide ear plugs, they weren't that helpful. They offered us a late check out which wasn't what we needed or wanted. Having previously stayed in the Park Plaza on many occasions in the past it really disappointed.",8.3,Disruptive and unhelpful staff.,1,0,noisiness|bed|location|staff|
United Kingdom,Superior Double Room,3  ,October 2019,Solo traveler, lighting is very dull overall and poor choice of lights,7.5,Good,1,0,
United Kingdom,Superior Double Room,2  ,October 2019,Couple, Couldn’t fault anything,9.0,"Excellent stay excellent service, will definitely be back",1,0,
United Kingdom,Superior Double Room,3  ,October 2019,Couple," There was major building working going on, which I think people should be told when booking, we would not have stayed if we had known. There was no soap or shampoo etc in the room, had to ring for some. There was red nail varnish on one of the bath towels. The bed although comfy, every time one of us moved it creaked noisily waking us up.",6.7,Not ideal.,1,0,tv|bathroom|bed|comfort|
United Kingdom,Superior Double Room,1  ,October 2019,Family, Air con controls.  No extra blanket.  Room was too cold.,8.0,Overall a pleasant stay.,1,0,temperature|bed|
United Kingdom,Superior Double Room,1  ,September 2019,Couple, We couldn't room up grade but was still beautiful,8.5,Fun and happy,1,0,
United Kingdom,Superior Double Room,1  ,September 2019,Group, Scaffolding around the building and asked for an extra quilt and never got one.,8.0,Enjoyable,1,0,
United Kingdom,Executive Triple Room,1  ,September 2019,Family," Lifts . Only two out of three worked .
We and other guests had to wait more than 10 min for a lift ( breakfast time ).
As we were on upper floors , stairs did not seem like a reasonable alternative",7.5,Good,1,0,food|
Canada,Executive Triple Room,2  ,September 2019,Family," Due to my semi-handicapped condition it would have been nice to have safety bars (""Grab Bars"") at the shower end of the bathtub.  A fair number of travellers are less mobile than myself.  Lack of face clothes, North American travellers are surprised not to have this feature - Standard in Canada and the USA.",8.0,Excellent location - Super shopping next door and right across from Leeds Rail Station!,1,0,temperature|drink|restaurant|bathroom|
United Arab Emirates,Superior Double Room,2  ,September 2019,Family, The check in was a little 'frosty'.  I asked the lady at check in to confirm that the room was twin bed and not double as requested at time of booking.  I had received an email immediately after confirmation that my request had been confirmed.  The check in lady questioned this and said she would not be able to change my room to twin unless I could prove this my physically showing my email to her.  I had to empty my suitcase in the middle of the lobby in order to get out my laptop which was a little embarrasing infront of other people in the lobby.,8.3,Very Good,1,0,bed|
United Kingdom,Superior Double Room,1  ,September 2019,Couple," Bed - when we sat on the bed to watch the tv the mattress kept slipping away from the wall, we were sliding down all the time and had to keep getting off to push it back",8.0,Very Good,1,0,bed|tv|
United Kingdom,Superior Double Room,2  ,September 2019,Couple, Our room was a bit tired or rather the bathroom,9.2,Wonderful,1,0,bathroom|
United Kingdom,Executive Triple Room,1  ,September 2019,Group," I didnt like the dirty carpet
Staff at reception could have been more friendly",7.5,Good,1,0,dirty|staff|
Gibraltar,Superior Double Room,1  ,September 2019,Couple, Shaniah ballester,7.9,Se lio wiold,1,0,
United Kingdom,Executive Triple Room,1  ,September 2019,Family, There were a few things missing from our room but the staff were great and sorted them quickly. The car park wasn’t on site but was a quick 5 minute walk away so was fine,8.3,Good value central Leeds,1,0,staff|parking|location|
United Kingdom,Superior Double Room,1  ,September 2019,Couple, The room could do with a little tlc. The carpet had some dubious stains and the bath needs some attention. The bed was quite firm and very squeaky every turn made a loud noise!,8.8,Very enjoyable stay,1,0,bathroom|bed|noisiness|
Kuwait,Executive Triple Room,5  ,September 2019,Family," the staff in the recaption they were rude with me and every body , i noticed that they did not clean the room when i came at four o'clock , i was out from nine and i but the sign for cleaning , so i told them but the old lady the manager said in abad way we have hundreds of rooms , i thought she will say you are lucky if they did clean your room , the way she was talking is in abad manors i afraid to say anything else",6.7,Pleasant,1,0,staff|dirty|
United Kingdom,Superior Double Room,1  ,September 2019,Solo traveler, One of the lifts was out and the other 2 took an age.,6.7,Pleasant,1,0,
United Kingdom,Superior Double Room,1  ,September 2019,Family, There was a wet patch on the carpet by the wardrobe. The lift malfunctioned with my brother and sister in it which was a frightening experience for them both.  The reception staff on the check out were a bit patronising when we told them about this in the morning.,6.7,14th September 2019,1,0,comfort|staff|
United Kingdom,Superior Twin Room,1  ,September 2019,Group, Lighting in restaurant in morning for breakfast quite soporific- much  more suited to evening!,9.6,Very good for purpose,1,0,restaurant|food|
Saudi Arabia,Superior Double Room,2  ,September 2019,Couple, They have 20 floors with 2 elevators only,6.7,Pleasant,1,0,
United Kingdom,Superior Double Room,1  ,September 2019,Family, It’s dated but currently being renovated which is good. We could hear the lift clearly from our room which was disturbing.,7.1,Good,1,0,
United Kingdom,Executive Double Room,1  ,September 2019,Family," Very long queue at check in, additional staff came eventually. Some guests were very noisy in the early hours - guess this can happen anywhere.",7.5,Good for a quick stopover,1,0,staff|noisiness|
United Kingdom,Superior Double Room,1  ,September 2019,Couple, Breakfast nice but average - had better. Also the parking is a bit of a faff - a good 5 minute walk and not that easy to find.,7.1,Good,1,0,food|parking|
United Kingdom,Executive Double Room,1  ,September 2019,Solo traveler, 3 working lifts,9.6,"Very good, wont hesitate to use them again",1,0,
United Kingdom,Superior Double Room,1  ,September 2019,Couple," There is building work being done. I understand that maintenance is essential, however, why were we not told about this BEFORE our stay!!! At check in the lady on the desk informed us. Too late to make other arrangements. 
I received a message from the hotel on booking and not once did it mentor the work being carried out. We had 4 builders literally outside our window crashing and banging about from 8am. I could hear all their conversations. Why on earth with so many floors in that hotel did we get placed on the exact spot they were working?! Money grabbing at its worst. 
The room itself was a little disappointing too. We opted for the superior double but I fail to see what was superior about it. Combine that with the fact we paid more for a spot in the midst of the building work I’m quite annoyed. 
I think had we been informed of the work before our stay I could forgive it but the choice to withhold that info means we’ll not be returning.",6.7,"Uncomfortable bed, small superior room and building work made for an unpleasant stay.",1,0,location|price|
United Kingdom,Superior Double Room,1  ,September 2019,Couple, I liked everything!,9.6,Amazing x,1,0,
United Kingdom,Superior Double Room,1  ,September 2019,Couple," Black out blinds could have been designed to block out more light, was woke by sunlight coming in around the edges of the window. Not keen on the glass door to the bathroom. Also the drinks selection within the bar very outdated, only stayed for one because there was a serious lack of option within today’s market.",8.3,"Nice stay, lovely staff, could have been made nicer by addition touches",1,0,bathroom|drink|restaurant|
United Kingdom,Superior Double Room,2  ,September 2019,Solo traveler, House keeping policy,9.2,Wonderful,1,0,
United Kingdom,Superior Double Room,1  ,September 2019,Couple, The building was under major building work and we where not told about this when booking.,9.6,Convenient,1,0,
United Kingdom,Superior Double Room,1  ,September 2019,Couple," The whole building is covered in scaffolding and form the outside looked like a building site so drove past it a few times trying to find it.
Was never notified about time priyer to the day of staying.",7.5,Good,1,0,location|
United Kingdom,Superior Double Room,1  ,August 2019,Couple, The pillows were too hard,8.8,Excellent,1,0,bed|
United Kingdom,Superior Double Room,2  ,September 2019,Couple, Scaffolding on the fiscal.,6.7,Good.,1,0,
Spain,Superior Double Room,4  ,September 2019,Couple, Extortionate prices in the bar,9.2,Overall good,1,0,price|drink|restaurant|
United Kingdom,Superior Double Room,1  ,September 2019,Solo traveler, The couple upstairs shagging a 2230 & 0600. The ceiling was banging!,7.5,A good central Leeds hotel,1,0,bathroom|
United Kingdom,Superior Double Room,1  ,September 2019,Solo traveler, The view was spoiled due to work on the rail station across the road- no fault of the hotel.,9.6,Overnight stay when visiting family.,1,0,location|
United Kingdom,Superior Double Room,1  ,September 2019,Couple," The room wasn’t cleaned properly, there was toothpaste stains in the glass in bathroom
No bin bags in the bins
Just needed a clean",7.9,Enjoyed my stay at the park plaza,1,0,bathroom|dirty|
United Kingdom,Superior Double Room,1  ,September 2019,Couple, The fridge was faulty. Called reception and told them. Went out and about the city to return and the fridge still not working :(,7.9,Partners 30th birthday treat,1,0,staff|location|
United Kingdom,Superior Double Room,1  ,August 2019,Couple, We were not made aware of the scaffolding and work going on in the hotel until our arrival! Was very noisy and interrupted my sleep,7.1,Good,1,0,noisiness|bed|
United Kingdom,Superior Double Room,1  ,August 2019,Couple, Rooms look tired and dated.carpet stained and lack of toiletries in bathroom. Breakfast was okay but could improve,7.1,Good,1,0,bathroom|food|
United Kingdom,Superior Twin Room,1  ,August 2019,Group, Security,7.1,Good,1,0,
United Kingdom,Executive Double Room,3  ,September 2019,Family, Rooms are very poor,7.5,Average,1,0,
Saudi Arabia,Executive Double Room,4  ,August 2019,Couple, The furniture needs renovation.,9.6,Good Experinece,1,0,
United Kingdom,Superior Double Room,2  ,September 2019,Couple, Breakfast could have been hotter,9.6,Exceptional,1,0,food|
United Kingdom,Executive Double Room,1  ,August 2019,Group, I can’t think of anything that annoyed me about this property,8.3,Very Good,1,0,
United Kingdom,Superior Double Room,1  ,September 2019,Couple," Scaffolding around the hotel at the moment for renovations but that can’t be helped, maybe could have been pre-warned.",7.9,Lovely day/night in Leeds,1,0,
United Kingdom,Superior Twin Room,2  ,August 2019,Couple, Our room was in the seventh floor and the hotel is under maintenance with scaffolding so around 8 o’clock every morning the sound of the drilling was horrible and I’m not sure why they put their guests close to noise where we could’ve been put in a less noisy floor also that should’ve been mentioned on booking dot com that the hotel is under construction and very noisy from 8 am.,7.9,Great location and clean rooms but very noisy,1,0,noisiness|
United Kingdom,Superior Double Room,1  ,August 2019,Couple, A lot of building work was being done which woke us up! This would have been helpful to know this prior to our stay rather then mentioning it on check in! Bed seemed on a slant which made us roll into the middle of the bed,7.9,Park plaza,1,0,staff|bed|
United Kingdom,Superior Double Room,1  ,August 2019,Solo traveler, nothing,9.6,remarkable ugraded room day before for 11 pound ended up in a suite.thank you park plaza,1,0,
United Kingdom,Executive Double Room,1  ,August 2019,Family, Cleanliness of bathroom wasn’t up to standard,8.3,Pleasant family stay,1,0,dirty|bathroom|
United Kingdom,Superior Double Room,4  ,August 2019,Solo traveler, SCAFFOLDING AROUND BUILDING. DECOR WELL PAST ITS BEST. PRICE WAY TOO HIGH FOR THE STANDARD GIVEN.,7.9,Disappointing in many ways.,1,0,comfort|price|
United Kingdom,Superior Double Room,1  ,August 2019,Solo traveler," when I checked in my room had another guest in it asleep.
Not a massive issue as they didn't see me and the hotel upgraded my room to a suite.",7.5,It worked for me,1,0,
United Kingdom,Superior Double Room,1  ,August 2019,Couple," They said the works being done would start at 9 they started at 25 past 8 and we never got told there were any works going on until we actually got to the property , it was my partners birthday and when I booked I asked for something in the room to walk in to as a surprise for him they said this was no problem they would sort something, there was nothing then when I rang reception and asked I had to go down and get it so wasn’t really a surprise.",6.7,Pleasant,1,0,staff|
United Kingdom,Superior Twin Room,1  ,August 2019,Group, Nothing,8.3,Brilliant,1,0,
Guernsey,Superior Double Room,1  ,August 2019,Couple, Would be nice to have complimentary water in rooms.,8.8,Excellent,1,0,price|dirty|bathroom|
United Kingdom,Superior Double Room,2  ,August 2019,Family, Getting the temperature right on the bath and sink taps was quite tricky. It was very easy to be scalded.  Also there were 3 of us. It would have been nice to have 3 coffee mugs,9.2,Wonderful,1,0,temperature|bathroom|drink|
France,Superior Double Room,1  ,August 2019,Couple, The room was a bit outdated and was not cosy - no decoration,7.5,Good,1,0,
United Kingdom,Superior Double Room,2  ,August 2019,Couple," The bed was very hard. The room was dark and very dated. The glass door to the bathroom (even though it wasn't clear glass) was a strange addition, didn't sit well with me even though I have been married to my partner for almost 40 years.
The bin had not been emptied since the previous guest. The breakfast was extortionate so we declined.",7.5,Our experience made us decide that we may try a different hotel next time to compare.,1,0,bed|bathroom|food|
United Kingdom,Superior Double Room,2  ,August 2019,Family," Car drop off was difficult, possibly due to the building work.",8.8,Decent hotel in a great location.,1,0,parking|
United Kingdom,Superior Double Room,1  ,August 2019,Couple," Could not get tv to work, wanted radio for background noise.",7.5,Great location for a short stay in Leeds city centre.,1,0,tv|noisiness|
Indonesia,Superior Twin Room,2  ,July 2019,Family, Staff lost the keys to the cloak room,9.2,Wonderful,1,0,staff|
United Kingdom,Superior Double Room,2  ,August 2019,Couple," Very very creaky bed with awful pillows. Room wasn’t overly clean, i found a used tissue behind the bed side table.",6.7,Pleasant,1,0,bed|dirty|location|
United Kingdom,Superior Double Room,3  ,July 2019,Couple, The build work stating at 8,8.8,Good as was out mostly,1,0,
United Kingdom,Superior Twin Room,2  ,August 2019,Group, Lighting  in rooms could be much better.,9.6,Lovely Leeds,1,0,
United Kingdom,Superior Twin Room,1  ,August 2019,Solo traveler, Said limited parking but none,9.6,Exceptional,1,0,parking|
Hong Kong,Executive Triple Room,2  ,July 2019,Family, A bit under-staffed and response time to service requests can be slow.,8.8,Excellent,1,0,staff|
United Kingdom,Superior Twin Room,1  ,August 2019,Group, The on going building works,8.8,Excellent,1,0,
United Kingdom,Superior Double Room,2  ,August 2019,Family, Shower was a little complicated to work out.,8.3,Had an amazing visit would definitely return.,1,0,bathroom|
United Kingdom,Executive Double Room,1  ,August 2019,Family, Firstly broken safe in room. Booked an executive room as travelling in family with 2 children. Not much room when sofa bed out. Comfortable beds however pillows were awful and inadequate and had to request more just to be comfortable. Not specific to this hotel (seems to be a recurring theme in all hotels) despite knowing the booking was for 4 only 3 sets of towels so had to request more. Renovations going on which we weren’t informed of at time of booking. We were told on checking in that we had been given a very high rate.,6.7,Served its purpose for an overnight city stay,1,0,comfort|bed|bathroom|
Qatar,Executive Double Room,8  ,August 2019,Family, Should you have any one help us for carry bags ..,8.8,Excellent,1,0,
United Kingdom,Superior Double Room,1  ,August 2019,Couple, Could of been cleaner and had scaffolding outside our window,8.3,Very Good,1,0,dirty|location|
United Kingdom,Superior Double Room,1  ,August 2019,Group, Not enough milk sachets on tray. Had to ask for more,9.6,Exceptional,1,0,
Jersey,Superior Double Room,2  ,August 2019,Couple," Only 1 tv channel, rate tripled from Friday to Saturday, tea & coffee hidden away, room quite dark",6.7,Not value for money,1,0,tv|wifi|drink|
United Kingdom,Superior Double Room,1  ,August 2019,Couple, The mattress was too hard,9.6,Excellent I’ll be staying again,1,0,bed|
United Kingdom,Executive Double Room,1  ,August 2019,Family," Hair dyer not working 
TV switched off at 23 :00hrs and would not switch bk on 
Knowing I had booked with 3small children no drink facilities for them",7.5,Good,1,0,tv|drink|
United Kingdom,Superior Twin Room,2  ,August 2019,Couple, Some biscuits on the coffee tray in the room would have been nice.,9.2,Great location and excellent breakfast,1,0,drink|
United Kingdom,Superior Double Room,1  ,August 2019,Solo traveler, Xx,8.3,Very Good,1,0,
United Kingdom,Superior Double Room,1  ,July 2019,Couple, It had scaffolding up around the whole building so wasn’t very pleasing on the eye,6.7,Pleasant,1,0,
United Kingdom,Superior Twin Room,1  ,August 2019,Family," Was NOT told hotel was under renovation .. woke by builders at 8AM with a numatic drill outside our window, was extremely tired after the hotel was evacuated at 01:30 AM .... not given any reason as to why 😔",7.5,Disappointed about not being warned about hotel being under reconstruction,1,0,location|
United Kingdom,Superior Double Room,1  ,August 2019,Couple, The second time I stayed at the hotel the bed was rather uncomfortable.,8.8,Excellent value for money and location.,1,0,bed|
United Kingdom,Superior Double Room,1  ,August 2019,Couple," When booking there was no mention of building work taking place. This impacted every floor.
From the hours 8.00 - 17.00 loud building/drilling work was taking place. Receipton was kind enough to point this out but this is a bit late when traveling in from a distance.
Unable to see out of the windows due to scaffolding. At 8.30 we had to draw the curtains as builders were directly outside.",9.6,Exceptional,1,0,location|noisiness|
United Kingdom,Superior Double Room,1  ,August 2019,Group, Price,7.9,Relaxing and comfortable.,1,0,price|
United Kingdom,Superior Double Room,1  ,August 2019,Couple, Room very basic,7.9,Good,1,0,
United Kingdom,Superior Double Room,1  ,August 2019,Couple, The construction works going on at 8am. Had to check out early as it was really annoying,7.5,Good,1,0,
United Kingdom,Superior Double Room,1  ,August 2019,Couple," Building works we’re underway whilst we stayed, this wasn’t a problem but think rooms could do with being refurbished.",7.9,Good,1,0,
United Kingdom,Superior Double Room,1  ,August 2019,Couple, Hospitality tray limited. At previous stays here there has been bottled water but none this time.,9.6,Great place for overnight stay at weekends,1,0,drink|dirty|bathroom|
United Kingdom,Executive Triple Room,2  ,July 2019,Group, Confusion over the car park,7.5,Solid choice,1,0,parking|
United Kingdom,Superior Twin Room,1  ,August 2019,Solo traveler, Did not like the way the staff were treating a disabled person,9.2,Wonderful,1,0,staff|
United Kingdom,Superior Twin Room,1  ,July 2019,Group, The lack of onsite parking was a shame. The tied Q Park in a 5/10 min walk away and £12 for 24hrs.,8.3,Great city centre hotel that was good value for money.,1,0,parking|
United Kingdom,Superior Double Room,4  ,August 2019,Couple," Only a couple of very small things, one day when the room was cleaned, the milk and tea bags were not replaced and the dirty mugs were also left and not replaced with clean ones. The staff brought tea and coffee to your table in flasks, which was offered when you first entered the restaurant, but it could be difficult to get their attention when you wanted a refill.",8.3,"Lovely city, had good food and visited some nice pubs. Happened to be Leeds Pride, excellent.",1,0,drink|dirty|staff|location|restaurant|
