Guest_country,Room_info,Nights_stayed,Date of stay,Travel_type,Review,Grade,Title,Positive,staff,location,food/drink,dirty,bed,comfort,price,bathroom,parking,restaurant,noisiness,tv,internet,fitness,covid,temperature
United Kingdom,Standard Double or Twin Room,1,February 2020,Couple," Air conditioning was difficult to change, it was too hot during the night. Bed was a little hard for our liking and pillows, although plentiful, were too soft.",9.0,"Great location, reasonably priced room and very nice staff.",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
Austria,Superior Single Room,3,January 2020,Solo traveler, Breakfast could have more options,9.0,Beautiful hotel,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
United Kingdom,Superior Single Room,1,January 2020,Solo traveler, Busy location on high street.,8.8,Great hotel,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
United Kingdom,Premium Triple Room,1,January 2020,Family," Breakfast buffet selection - empty bowls waiting to be filled, eg hash browns",9.0,"Statyed her before, will stay here again",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
United Kingdom,Single Room,1,January 2020,Solo traveler, Tiny room which was very clean but tired looking,7.0,Very comfortable and quiet room but very small and decor tired. Seemed expensive for size of room al,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
United Kingdom,Standard Double or Twin Room,2,January 2020,Solo traveler, There was some noise in the corridors from guests - but you can't stop that!,8.0,Good position and good bed,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
United Kingdom,Standard Double or Twin Room,1,January 2020,Couple, Lighting in the room was awful. No soft or dimmed lighting. Overhead ‘reading’ lights were way too bright. Entrance to the hotel smelt of fish (from the lobster restaurant?),9.6,Exceptional,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Belgium,Standard Double or Twin Room,1,January 2020,Couple, A couple of hotel fixtures were very outdated: the shower got blocked within seconds and the toilet handle was very old.,9.0,"Beautiful hotel, good value and convenient location.",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Ireland,Standard Double or Twin Room,2,January 2020,Family, I found the breakfast to be a little expensive so I decided not to book it with the room.,8.0,The bed was so comfortable I felt I was sleeping on a cloud!!,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
United Kingdom,Premium Room,1,January 2020,Couple, I ordered Room service food was lukewarm should have been in warming containers to preserve the heat.  The burger was well done I personally could’ve had it cooked more.,9.0,Really good,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
United Kingdom,Single Room,2,January 2020,Group, Even though my room was for one person it felt quite small. My room looked out onto Warren Street which has a hospital on it - so I'd recommend packing ear plugs. The room was a little cold and the shower drain was blocked.,8.0,Made a trip for work feel that bit more luxurious.,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
United Kingdom,Standard Double or Twin Room,1,December 2019,Family, No parking at the hotel but parking can be found about 5-10 mins walk away,9.0,"Well located, good hotel",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
United Kingdom,Standard Double or Twin Room,1,January 2020,Family, That the lifts dont go to 1 or 2 and normally I have my disabled daughter with me the reception girls were nice but the concierge was a bit stuffy and the hotel rooms are like a maze and had to change room as we were overlooking a astro turf with kids playing very loud so dont pick room 269,8.0,Very Good,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Netherlands,Superior Single Room,1,January 2020,Solo traveler, No separate reading light in my single room. Overhead lights shining into my eyes when reading in bed.,9.0,Home away from home,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
United Kingdom,Standard Double or Twin Room,1,January 2020,Family, Would have liked more coffee in room and two bottles of water.,8.0,Very relaxing. Would definitely book again.,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0
United Kingdom,Standard Double or Twin Room,1,December 2019,Group, Quite expensive but that's London prices for you!,9.0,Lovely London Weekend Break,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
United Kingdom,Junior Suite,1,January 2020,Couple, Room service experience was a little disappointing. Food came cold when should have been toasted properly.,9.6,Exceptional,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
United Kingdom,Single Room,1,January 2020,Family, Honestly can't think of anything other than i didnt find the kettle til quite late on ! ( Tucked in the bedside table),9.0,"Quality and style, without pretension.",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Japan,Standard Double or Twin Room,3,January 2020,Group," We stayed 3 nights. Only on the first day, we felt the room a bit dusty. (However, from second day, our room was very clean.)",8.8,"great location, kind staffs, and delicious breakfast",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
United Kingdom,Standard Double or Twin Room,1,January 2020,Group, Very busy so service was a bit slow for breakfast.,9.0,Comfortable hotel in a very convenient location.,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
United Kingdom,Superior Single Room,4,January 2020,Solo traveler, Just a small point in that my water bottles weren't replaced every day.,9.0,Relaxing hotel and a fantastic location to enjoy London.,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0
United States of America,Superior Single Room,1,December 2019,Solo traveler, The decor and furniture was a little outdated. It is also quite loud outside with emergency vehicles and people.,9.2,One Night Stay,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0
United Kingdom,Standard Double or Twin Room,1,January 2020,Family, Room was a bit smaller than expected. Noise from the corridor was a bit intrusive.,8.0,"Great value for money, will return for sure.",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Malta,Standard Double or Twin Room,4,December 2019,Family, Cleaning staff requires more training.  We had an occasion where one of the staff opened our room at 10.00am without any notice looking for one of the cleaners.  It so happened that myself and my wife were just packing a few items in our luggage.  Member apologised and left the room immediately.,9.0,We really enjoyed our stay at the hotel and would recommend it to anyone travelling to London.,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
United Kingdom,Standard Double or Twin Room,1,January 2020,Family, The noise from the chambermaids early in the morning. Stock cupboard was just outside our room.,8.8,Excellent,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0
United Arab Emirates,Single Room,3,December 2019,Solo traveler," Room was very small little space for a suitcase.
Bathroom was very tight in space. (I am a slim person not so bad for me)",9.0,"Good Hotel, Well looked after, Great location for getting around.",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
United Kingdom,Standard Double or Twin Room,1,December 2019,Couple, Small double bed wished we had reserved larger bed.,9.6,Great location,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
United Kingdom,Standard Double or Twin Room,3,December 2019,Family," The cocktail I ordered was a watermelon mule, but no sign of any water melon.",9.0,Ideal Christmas London break.,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0
United Kingdom,Premium Room,2,December 2019,Solo traveler, Booked and pre paid for a quiet king size premium room 23sqm and first night got a 12sm room that had a leak on arrival and air filter in bathroom was so noisy a staff member stuffed it with toilet paper and said that would be ok! Early hours of the morning near elevator was lots of noise from what appeared to be cleaning cupboard storage. Only other room offered that night was at the front opposite tube statin and a hospital with ambulance sirens booming out! So has to wait until 1pm the next day to get a decent room and hadn’t slept all night due to noise! I had a wedding to go to so as not at all happy.,7.1,Good,0,1,1,0,1,1,0,1,1,0,0,1,0,0,0,0,1
Egypt,Superior Single Room,1,December 2019,Solo traveler," Noise, proximity of rooms, area of room",7.0,Good,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
United Kingdom,Standard Double or Twin Room,2,December 2019,Family, Small bed,9.2,Wonderful,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
United Kingdom,Premium Triple Room,1,December 2019,Family, Sofa beds not so comfortable,9.2,24hr stopover,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
United Kingdom,Standard Double or Twin Room,3,December 2019,Group, Small room with no bedside lights only spot lights in the ceiling that were too bright and shined right in your face. No drawers in the room and only a 4ft 6 bed ☹️,7.0,Enjoyable stay with great friends,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Belgium,Standard Double or Twin Room,3,December 2019,Couple," London is generally very expensive in every way. This hotel is, compared to other places, very expensive.",7.0,Good,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Turkey,Standard Double or Twin Room,4,December 2019,Family, Air condition does not work properly .,7.9,Good,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
United Kingdom,Standard Double or Twin Room,1,December 2019,Couple, The bed was extremely hard!,9.6,Exceptional,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Czech Republic,Superior Single Room,4,December 2019,Solo traveler," Hotel rooms are tiny, but that is normal in London. My room was a bit on the chilly side initially, so I asked folks at the check-in desk for help.  A maintenance guy came in few minutes, but he was not able to fix it.  Instead, he brought a portable heater and that fixed the problem for the rest of the stay. Furniture is a bit old and sometimes pieces fall off, but again this is rather amusing.",9.0,Relatively affordable hotel in London,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
United Kingdom,Superior Single Room,2,December 2019,Family, Room temperature control was faulty and it got cold at night.,9.0,Wonderful,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Thailand,Superior Single Room,6,December 2019,Group, The breakfast was always the same everyday. If the menu can change day by day it would be perfect for a long stay.,9.0,Great hotel in the best location possible,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
Ireland,Standard Double or Twin Room,1,December 2019,Group," Unfortunately , my sleep was interrupted by a screaming child in the room next door, from 2am to 5am.  It sounded like the child was on their own in the room.  Also, the check-in process was slow and laborious. Staff were friendly but seemed very inexperienced.",7.0,Good location and comfortable.,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
United Kingdom,Premium Room,1,December 2019,Group," What let it down was the customer service. Mix up at reception meant one of our party given keys to someone else’s room. At bar told it was table service so sat down but was never served. Later that evening drinks took a really long time to come, even though bar was not busy. At breakfast the team seemed reluctant to find us a table together until we insisted. It was a shame as hotel was very nice.",7.1,Great location,0,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0
Kuwait,Premium Room,4,November 2019,Family," Nearby hospital ( the ambulance alarm is too noisy ) it happen often at night 
Windows has no isolation 
The AC has a bad fan done seems like working",7.9,Good,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
United Kingdom,Standard Double or Twin Room,2,December 2019,Couple," Requested a quiet room but there was a football pitch 4 floors below our window, luckily no one playing till after 9am. Being asked on our way back in if we were stopping at the hotel by a doorman just because we'd popped out to the shop next door in jogging bottoms and hoodies. Don't judge a book by its cover, but he was at least pleasant about it and we understood he was doing his job.",8.0,Another lovely stay,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
Netherlands,Standard Double or Twin Room,1,December 2019,Solo traveler, Breakfast room horrible old chairs: low seated  furtheremore bad coffee no fruits except pine apple,7.1,Good,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
United Kingdom,Standard Double or Twin Room,1,December 2019,Group," We booked a twin room and when we arrived we were told they had no twin rooms as the hotel didnt do them.
The staff did accommodate us and gave us a king size bed, however it did make myself and my friend very uncomfortable to share a bed. I wish we had been told before we arrived so we were aware of the situation",9.2,Great hotel and great location very clean,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
United Kingdom,Standard Double or Twin Room,1,December 2019,Couple, The staff on reception didn’t know which side of river the shard was on! Also I was given an allocated room to hand my luggage into but during the day I was getting messages to say I was in a different room which made me slightly apprehensive.,9.0,Brilliant,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
United Kingdom,Single Room,1,December 2019,Solo traveler, You could hear a lot of noise from the corridor in your room. The rooms were not well sound proofed.,7.0,"Good hotel, at a very convenient location for a short stay in London.",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Netherlands,Standard Double or Twin Room,4,December 2019,Solo traveler," Nothing the hotel, and staff can do about it. And probably a problem in all hotels. Three out of four nights, a lovely stay. The last evening however, the neighbouring room was apparently busy with the whole night remodelling the room. Some earplugs are no luxury these days 👍🏻",8.0,Overall great stay...,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Israel,Standard Double or Twin Room,2,November 2019,Couple," The bathroom needs refreshing. It's in a good shape, but for a 4 star hotel I expect a little more.",8.8,Excellent,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Bahrain,Superior Single Room,4,November 2019,Solo traveler," The room service let me down the first day I arrived,,, I asked for a wake up call and never received it or at least an apology.
The room size was small, though it is not a big deal.",8.8,Best location I ever stayed in London,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
United Kingdom,Superior Single Room,2,November 2019,Couple, Pillows too soft asked for a firmer one which arrived but was equally too soft.,8.0,We had a great time.,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
United Kingdom,Single Room,1,November 2019,Solo traveler," Bed a little too firm for me. My room overlooked Warren Street and the seemed to be deliveries and other “building” associated noise until 2am and of course being London started again fairly early, so sleep a little disturbed.",9.0,An enjoyable and comfortable stay all round. Perfect for my needs.,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
United Kingdom,Single Room,3,November 2019,Solo traveler, Shower room was a bit small but clean,8.0,Nice atomosphere,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
United Kingdom,Standard Double or Twin Room,1,November 2019,Group, Slightly over priced in regards to the room sizes,9.2,Wonderful,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
United Kingdom,Standard Double or Twin Room,1,October 2019,Couple, Booking in process was very bad.  Very long queues at reception only to be told room wasn't ready.  As pouring with rain ended up having a coffee at the hotel to kill time only to be shocked that a tip had been added!!!  Also found the reception staff really unfriendly until a wonderful man (Edgar ???) took over.  The other reception staff could learn a lot about customer service from him.  Not happy that a customer was looking at our details on the computer due to the screen being visible to those standing to the left hand side of the desk.  Maybe needs to be turned slightly to protect privacy,7.0,"Hotel was good but compared to other London hotels that we've stayed with, this was very over priced",0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
Ireland,Standard Double or Twin Room,1,November 2019,Solo traveler, Quite expensive - breakfast at £23,9.6,Exceptional,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
United Kingdom,Junior Suite,7,November 2019,Couple, Room was a little cold but we were given an extra electric radiator to bring the temperature up.,8.0,"Great location, great service.  Home away from home.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Poland,Standard Double or Twin Room,1,November 2019,Couple, loud heating/ventilation system in the room,8.0,Very Good,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
United Kingdom,Standard Double or Twin Room,2,November 2019,Group, The bathroom was very small and the shower was poor.,7.0,A lovely weekend.,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
United Kingdom,Standard Double or Twin Room,1,November 2019,Family, Air conditioning seemed to give out hot air only so had to keep windows open.,9.0,"Overall good, air conditioning only issue as it was poort.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
United Kingdom,Standard Double or Twin Room,1,November 2019,Group," After breakfast we could not re enter our room, we had to go to reception twice
and still could not enter, it wasn’t until we found the maintenance men, which helped us.",8.0,Very Good,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Sweden,Standard Double or Twin Room,1,November 2019,Group, If you have windows against road it can be a little bit noisy night time. So choose room with “garden” view if you are easy disturbed during night time.,9.2,Perfect area,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
United Kingdom,Standard Double or Twin Room,3,November 2019,Solo traveler, The room was tired. The carpet in the room needed replaced and generally it was time the place was revamped,7.5,Good,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
United Kingdom,Standard Double or Twin Room,2,November 2019,Family," steak and lobster restaurant food was nice and priced as expected for London, the only issue we had was will the waiting staff, we were served and asked the same questions by at least 3 different people, so we weren’t sure who was attending our table. Despite all the attention and drink requests  we still had to bring to their attention we hadn’t them and had to reorder.",9.0,"A lovely hotel, handy for centre of London",0,1,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0
United Kingdom,Single Room,2,November 2019,Solo traveler, Restaurant menu limited but good food. Single room was small but adequate.,9.6,Perfect central location,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
United Kingdom,Standard Double or Twin Room,2,November 2019,Family, Room service food wasn’t all that great. The toilet door broke and I had to be helped out by maintenance team.,8.0,Lovely clean hotel with nice comfortable room.,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
United Kingdom,Superior Single Room,1,November 2019,Solo traveler," A little noisy as the hotel is on a main road and just off the carriageway. It did quieten down a bit during the night though.
Also, no biscuits in tea tray!",8.8,"Good hotel, good location, a little noisy on main road",0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
United Kingdom,Standard Double or Twin Room,1,November 2019,Couple, The low chairs in the breakfast area.  Not correct height for eating at the table,9.5,Very pleasant and convenient,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
United Kingdom,Standard Double or Twin Room,1,October 2019,Couple, bigger bathroom,7.0,good location and friendly staff,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
United Kingdom,Standard Double or Twin Room,1,October 2019,Couple, There was no hair dryer in the room and also  at the bar I had a Baily's but it was the last in the bottle so don't think I got a full measure.,8.3,Nice friendly staff,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
Belgium,Standard Double or Twin Room,2,October 2019,Couple, The lobby of the hotel - space-wise and also the number of personal - is not adequate for the size of the hotel. Hence you can encounter queues when checking-in/checking-out (besides a very crowded entrance area),9.2,Wonderful,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
United Kingdom,Standard Double or Twin Room,2,October 2019,Couple," Single glazed window meant it was cold and very noisy in the morning when the bin and linen lorries arrived, even on a Sunday. The bed was really hard, the beds at the much cheaper Premier Inns are much more comfy.",8.3,Fab location but uncomfortable bed.,0,0,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0
United Kingdom,Standard Double or Twin Room,1,October 2019,Solo traveler, Expensive.,8.1,Very Good,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
United Kingdom,Standard Double or Twin Room,1,October 2019,Family, It was quite noisy at night,8.0,Very Good,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
United Kingdom,Standard Double or Twin Room,2,October 2019,Group, We were very disappointing in the breakfast considering how much it cost. The service at our table was poor and the tea we had was cold and there was not enough milk on the table for 4 people and had to ask for more. This however took time as the staff kept missing our table. The waitress also took away the individual list for extras before we had a chance to see them. Then to cap it all our table started to be cleared as we were getting extras like toast taking away our cutlery. Not impressed had a much better breakfast  down the road at a Pub for half the price.,7.9,Hotel location brilliant. Breakfast service poor.,0,1,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0
United Kingdom,Standard Double or Twin Room,1,October 2019,Family," Room service difficult to get through to, took us about 25 mins, then 25 mins for our delivery only to be told it would be another 15 mins. Ok if you have lots of time...",7.1,Good,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
United Kingdom,Standard Double or Twin Room,3,October 2019,Couple," Was expecting a King size bed but it was not. Despite the window being double glazed, there was a lot of street noise all night, including from the ambulance depot nearby.",9.2,Would stay again but not overlooking Tottenham Court Road.,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0
United Arab Emirates,Standard Double or Twin Room,1,October 2019,Couple, Nothing really - a minor crib would be that there were no charging ports near the bedside. Otherwise everything was great.,9.2,Positive experience!,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Poland,Superior Single Room,2,October 2019,Solo traveler," Surprisingly the breakfast is not what I was expecting from this hotel rating. It was not good, but not superior.
To set proper water temperature in the shower is nearly impossible - either much too high or much too cold.",7.9,"Good location, upper average hotel - would stay again",0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,1
United Kingdom,Standard Double or Twin Room,2,October 2019,Couple, Room view,7.9,Good,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Australia,Standard Double or Twin Room,2,October 2019,Couple, They only serve Steak and Lobster menu in evening so not enough choice on dinner menu in restaurant.,9.0,"Good quality, comfortable hotel with convenient location",0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
United Kingdom,Single Room,1,October 2019,Solo traveler, I know it’s London but for £200 a night the room was single bed tiny. It just doesn’t rate the price.,7.9,Great location tiny room,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
United Kingdom,Standard Double or Twin Room,2,October 2019,Group, Only fault in a 3 day stay was not enough staff around at check out,9.2,Very good hotel,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
United Kingdom,Superior Single Room,1,September 2019,Solo traveler," The windows were not triple glazed and being on Tottenham Court Road the traffic never stopped. More importantly, the crossing noises went through the night. Also, it is just around the corner from University College Hospital so there were a lot of sirens. I knew this already but thought the hotel might have gone for triple glazing to help alleviate the noise a bit.",7.9,Good,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
United Kingdom,Standard Double or Twin Room,2,October 2019,Couple," Breakfast on first morning was all lukewarm, although better on second day.  Over £9 for two coffees!  On second evening, I asked the barman for an Appleton Estate (which I could see) with no ice, got a Botanist gin with lots of ice!  He then forgot the wine I'd also ordered!",9.2,Very good hotel with excellent access to tube network,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Russia,Superior Single Room,1,September 2019,Solo traveler," very small rooms, especially if you compare price/quality ratio.",7.0,Good,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Oman,Standard Double or Twin Room,2,October 2019,Solo traveler, Expensive,7.5,Good,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Egypt,Standard Double or Twin Room,2,October 2019,Family," This incident when I had a piece of chocolate in my hand while sitting in the lobby and some one from the staff came and told me I shouldn’t eat it while staying in the lobby , it was awkward and not nice!",8.8,Excellent,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
United Kingdom,Standard Double or Twin Room,3,September 2019,Family, Lighting was terrible either dark of lights direct in your eyes bed light/reading light/lamp would be good and the kettle handle was a Health & Safety risk it heated up so much you couldn’t lift it-I did report it,9.2,Will be back,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Australia,Standard Double or Twin Room,3,October 2019,Couple," A lack of choice on the menu in the dining room for dinner other than lobster and steak, which has been on the menu there for years and we didn't like much.",8.8,Excellent,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
Slovakia,Superior Single Room,2,September 2019,Solo traveler, place,8.0,good stay,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Taiwan,Single Room,4,September 2019,Solo traveler, The room is bit too small for a single stay! And the price is bit dear!,7.5,Good,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
United States of America,Single Room,1,September 2019,Solo traveler," The room was small. I knew that going in. It's just good to keep that in mind. While it was comfortable and, for one traveler, fine, it was still very small.",9.6,A fine hotel near Euston Station,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
United Arab Emirates,Standard Double or Twin Room,4,September 2019,Solo traveler, Lack of breakfast options. Flat rate of £20 even if I wanted something small like a croissant and coffee.,8.3,Very Good,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
United Kingdom,Premium Triple Room,1,September 2019,Family, I appreciate London is very expensive but I paid £340 for a triple room with breakfast which I felt was pricy.,9.6,Guest relations were amazing.,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
Australia,Standard Double or Twin Room,1,September 2019,Family, Small dingy room with poor ventilation and airconditioning. The room is noisy with a rattling fan in the roof and extremely hot.,7.1,"Great location, room could be better for the price",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
Belgium,Standard Double or Twin Room,2,September 2019,Solo traveler," Room was clean, very nice bathroom, but carpet extremely dusty. A little bit overpriced for the type of room was had.",7.9,Good,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0
United Kingdom,Standard Double or Twin Room,6,September 2019,Family," The front entrance . Hard to get dropped off as there is no designated space. We struggled with our luggage.
No fault of the hotel - just the area/ street",9.2,It was very nice . Would stay again,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
United Kingdom,Standard Double or Twin Room,1,September 2019,Group," Staff on reception very unhelpful to point of rudeness and when I explained that I'd fallen down the stairs in the room due to what I felt was poor lighting, they were not in the slightess bit interested. Also, the hotel charged me twice for one round of drinks. Trying to recoup the money as I type. Double check your bank account after a stay.",7.5,"Lack of customer service, but good value and location...",0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
United Kingdom,Standard Double or Twin Room,1,September 2019,Couple," The room was noisier than expected with with noise from the corridor, and more street noise than expected, there seemed to be a lot of police or fire sirens thatevening, even though we were on the top floor. We found the mattress a little soft for us.",7.5,It was better than expected for most things.,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
Ireland,Superior Single Room,1,September 2019,Solo traveler, More smiley faces. There is a steak & lobster restaurant on  site but they were out of Lobster! Steak was good though.,9.2,"Great location, nice clean boutique hotel with comfortable rooms",0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
United Kingdom,Standard Double or Twin Room,2,September 2019,Group," We stopped for a drink in the hotel bar late on our first night, and it lacked any atmosphere.  Staff were pleasant but clearly wanted to pack up.  The hairdryer didn't work and although we asked for a replacement at the front desk it didnt happen.",8.8,Great hotel for our weekend away,0,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0
Taiwan,Single Room,2,September 2019,Solo traveler, The water temperature of shower was not stable!,7.5,Good,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1
United Kingdom,Standard Double or Twin Room,3,August 2019,Couple, The air conditioning wasn’t working in the room and some other guests said the same,8.3,Was given a fan and offered to change rooms when we complained about air conditioning not working. B,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Austria,Superior Single Room,3,September 2019,Solo traveler," I stayed in a single superior room. The furniture appeared quite old and didn't meet my expections (however, everything was working and was very clean). I had my window to a small court, which was nice because I didn't hear any noise of the street. However, some ventilation there was running all the time.",8.8,"Great service, rooms could need some modernisation",0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1
United Kingdom,Standard Double or Twin Room,1,August 2019,Solo traveler," The carpets in the corridors, make it very hard to wheel ones suitcase.
Not much of a selection if fruit at breakfast.
Slow waiter service for a pot of tea at breakfast.",7.5,Good,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
United Kingdom,Standard Double or Twin Room,1,September 2019,Group, One thing that was a problem was the shower. The head was limp and unable to position and the temperature fluctuated.,8.8,Nice property with good transport links. For the money I doubt you’d do much better.,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
United Kingdom,Standard Double or Twin Room,1,August 2019,Family, The room smelt of cigarette smoke.,7.5,Good,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
United Kingdom,Standard Double or Twin Room,2,August 2019,Couple, Breakfast a little expensive,9.6,Exceptional,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
United Kingdom,Standard Double or Twin Room,1,August 2019,Solo traveler, no charging points next to the bed.,7.9,Good,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
United Kingdom,Standard Double or Twin Room,1,August 2019,Family," Restaurant staff did not have any name badges, plenty of tattoos though!",8.3,"Good position for our visit ie British mueseum, camden market and Madam Tausauds",0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
