,Guest_country,Room_info,Nights_stayed,Date of stay,Travel_type,Review,Grade,Title,Negative,Positive,Facilities,Predicted
861,United Kingdom,Executive Studio,1  ,December 2018,Family," Nice big Tv’s, the kids even had there own tv to watch with youtube on, plus the beds were very cosy.
The location is amazing, 2 mins walk from wicked (Apollo theatre) and 5 mins walk to Victoria underground.
£5 in taxi to Buckingham palace",9.2,All in all a fab hotel and highly recommend booking in advance to make a good saving on cost,0,1,tv|bed|location|,1
862,Switzerland,Superior Double Room,1  ,December 2018,Solo traveler," perfect location from Victoria station if coming from Gatwick. as well perfect for running in Hyde park.
Great people / staff team at reception and bar!",8.8,"Thank you, perfect location to explore London!",0,1,location|staff|drink|restaurant|,1
863,Australia,Superior Double Room,1  ,November 2018,Couple," The room was spacious and comfortable. Loved the bed, the stylish chair and features such as the control pad to pull the curtains / control the lights. The location is excellent, minutes from Victoria station and close to bars and restaurants. Our favourite hotel whilst we were in London.",10.0,Exceptional,0,1,comfort|bed|location|drink|restaurant|,1
864,United Kingdom,Superior Queen Room,1  ,December 2018,Solo traveler, Spacious clean room with friendly staff,9.2,Wonderful,0,1,dirty|staff|,0
865,United Kingdom,Superior Twin Room,1  ,December 2018,Family," Excellent location to Victoria station , great shopping within 10 min walk , good bars for drinks and food within 5 min walk",10.0,Just what was needed!,0,1,location|drink|restaurant|food|,1
866,United Arab Emirates,Superior Double Room,4  ,December 2018,Group," The location was super convenient. Literally 1 min walk to the Victoria station with couple of restaurants and pret a manger around. Rooms were clean, staff were flexible when we asked for twin beds instead of one king bed and would follow up and made sure we received what we asked for.",8.8,Excellent,0,1,location|restaurant|dirty|staff|bed|,1
867,Canada,One Bedroom Apartment,4  ,December 2018,Couple, Well located to metro and museums.  Very walkable to restaurants and great vintage shopping which was a nice surprise.  Good selection of breakfast great items at the hotel restaurant.,10.0,Exceptional,0,1,location|restaurant|food|,0
868,Ireland,Superior Double Room,2  ,December 2018,Couple, Room extra cool with a veiw,10.0,Made my girlfriends birthday,0,1,,0
869,Jersey,Superior Double Room,1  ,November 2018,Solo traveler," All the staff at reception were helpful and friendly.  The location was perfect, only 4 mins from Victoria Station",10.0,I will definitely stay there again on my next visit to London,0,1,staff|location|,0
870,Isle of Man,Superior Twin Room,1  ,December 2018,Family, The reception and decorationz,8.3,Very Good,0,1,staff|,1
871,South Korea,Superior Queen Room,7  ,November 2018,Solo traveler, Staff very friendly and extremely helpful.,8.3,Friendly and great location.,0,1,staff|,1
872,United Kingdom,Superior Double Room,2  ,November 2018,Couple, Great places to eat nearby and very close to Victoria station for us to leave from Gatwick Airport after our stay. Good public transport to access the rest of London.,9.6,Exceptional,0,1,location|,1
873,United Kingdom,Executive Double Room,1  ,November 2018,Couple," The location was fabulous as was the room, breakfast busy, but not a long enough wait with a good choice.",9.2,Wonderful,0,1,location|food|,0
874,United Kingdom,Superior Double Room,1  ,November 2018,Solo traveler," I loved the fact that my spacious room was operated by a control panel. The bed was huge and very comfortable. Variety of pillows was provided too.  Good mini bar and tea/coffee facilities with free bottled water. The bathroom was very clean and bright with good brand tolietires, however the hand soap was missing. I was very pleased I got exactly what I asked for: top floor room with a city view. The location of the hotel is brilliant, not only very close to the Victoria train station and tube but also a walking distance to the central London if you would like to avoid crowded underground.",10.0,I am never disappointed by Park Plaza.,0,1,bed|comfort|drink|restaurant|dirty|bathroom|tv|location|,1
875,United States of America,Superior Double Room,1  ,November 2018,Family," Good location, comfortable rooms, quiet.
No extras provided for guest comfort like other hotels on our trip.",8.8,Excellent,0,1,location|comfort|noisiness|,1
876,Saudi Arabia,Superior Double Room,4  ,November 2018,Group," hotel atmosphere , location",7.5,good experience,0,1,location|,1
877,United Kingdom,Superior Twin Room,1  ,October 2018,Group, Everything was easy from booking in to leaving our luggage while we shopped the next morning. Staff were very friendly and helpful. Will definitely visit again.,10.0,Exceptional,0,1,staff|,1
878,Ukraine,Superior Twin Room,3  ,November 2018,Group," Location is very convenient, beds are comfortable. Complimentary water, coffee and bisquits in executive room, which was provide for us as an upgrade on arrival.",8.3,Ideal for stay in London and day-trips out of the city,0,1,location|bed|comfort|price|dirty|bathroom|drink|,1
879,Japan,Superior Double Room,5  ,November 2018,Solo traveler, Great location and access to fitness center which is 24-hours open.,8.3,Satisfied.,0,1,location|fitness|,0
880,Canada,Superior Twin Room,6  ,November 2018,Group, the digital control is modern and convenient  LOCATION IS EXCELLENT,9.0,Wonderful,0,1,comfort|location|,0
881,Israel,Superior Double Room,4  ,November 2018,Group," Great location, close to Victoria central bus and tube.
Comfort beds and bath with additional shower.
Coffee machine and iron.",8.8,Excellent,0,1,location|comfort|bed|bathroom|drink|,1
882,Estonia,Superior Twin Room,3  ,November 2018,Group," Extremely comfortable bed, ideal location, good cafes nearby.",8.3,Very Good,0,1,comfort|bed|location|restaurant|,1
883,United Kingdom,Superior Double Room,1  ,November 2018,Couple, The room was clean and comfortable,10.0,Exceptional,0,1,dirty|comfort|,1
884,United Kingdom,Superior Twin Room,3  ,November 2018,Family," Great location, especially for theatre.  Spacious, clean room with a great view.  Staff, overall, very friendly",9.2,Excellent except for lift noise,0,1,location|dirty|staff|,1
885,United Kingdom,Superior Double Room,2  ,November 2018,Group, Beds comfy lovely bathroom helpful staff,10.0,LOvely birthday weekend,0,1,bed|comfort|bathroom|staff|,1
886,Czech Republic,Superior Twin Room,3  ,November 2018,Group, great breakfast,8.8,Excellent,0,1,food|,0
887,Spain,Superior Double Room,1  ,November 2018,Solo traveler," Location, big room, good bed",8.8,Good value for paid money,0,1,location|bed|,0
888,United Kingdom,Superior Double Room,1  ,November 2018,Couple, Very friendly professional staff both when we arrived and at the in house Italian restaurant.,10.0,Excellent location and first class service.,0,1,staff|restaurant|,1
889,Ukraine,Superior Double Room,2  ,October 2018,Group, Breakfast is really delicious,7.9,Good,0,1,food|,0
890,United Kingdom,Superior Double Room,1  ,November 2018,Solo traveler, Location,8.3,Very Good,0,1,location|,1
891,Israel,Superior Double Room,3  ,November 2018,Solo traveler, Great hotel. Located next to Victoria station,8.8,Excellent,0,1,location|,1
892,United Kingdom,Superior Double Room,2  ,November 2018,Couple, Large room (upgraded for only £15pn). Comfortably furnished and equipped - bed and bedding supremely comfortable,9.6,Very comfortable and extremely well located for getting around London,0,1,comfort|bed|,0
893,United Kingdom,Executive Studio,1  ,November 2018,Family," Very comfortable beds, well-appointed bathrooms with excellent showers.  The whole breakfast experience: choice, cooked breakfast items kept hot, well-staffed and relaxing.  Extremely helpful staff throughout our stay.  Secure on-site underground parking.",9.6,Suited our needs perfectly.,0,1,comfort|bed|bathroom|food|staff|location|parking|,1
894,Sweden,Superior Double Room,3  ,November 2018,Family," Very good location, just few steps from Victoria Station and a short walk from Westminster Abbey. Very helpful staff. The room was clean. We booked a superior room, spacious and the bed was very confortable. Good choices for brekafast! 
We had a very pleasant stay.",10.0,Fantastic mother/teen week end,0,1,location|staff|dirty|bed|noisiness|,1
895,South Africa,Superior Double Room,1  ,October 2018,Solo traveler," I book here when I am travelling from Gatwick as it is so close to Victoria Station, but it is also a really good hotel and the staff are always willing to help. The rooms are tastefully decorated, quiet and comfortable and the breakfast is great.",9.2,"Convenient, but also really lovely",0,1,location|staff|noisiness|comfort|food|,1
896,United Kingdom,Superior Double Room,2  ,November 2018,Couple," Location great ,staff friendly,food great",10.0,Exceptional,0,1,location|staff|drink|food|,1
897,United Kingdom,Executive Studio (3 Adults),1  ,November 2018,Family, Comfortable beds... apart from sofa bed! Ice machines... superb bathroom/showers,7.9,Disappointing and not up to standard expected... not  being told about lounge  bar is unnaceptable,0,1,comfort|bed|bathroom|,1
898,Canada,Superior Twin Room,6  ,October 2018,Group," Good sized rooms, professional but friendly staff and good location.",10.0,Great!,0,1,staff|location|,1
899,Malta,Superior Twin Room,4  ,November 2018,Group, Very comfortable beds; excellent breakfast; very polite and helpful staff,8.3,Comfortable; excellent location; many restaurants close by.,0,1,comfort|bed|food|staff|,1
900,United Kingdom,Superior Twin Room,2  ,November 2018,Group," Good location, excellent breakfast comfortable room. Helpful staff",9.2,Enjoyable and relaxing,0,1,location|food|comfort|staff|,0
901,United Kingdom,Executive Studio,1  ,October 2018,Family," Absolutely amazing hotel, can’t fault it.",9.5,Exceptional,0,1,,0
902,United Kingdom,Superior Double Room,2  ,November 2018,Couple," Great location, room very clean and quiet.",7.9,Great location in a comfortable clean hotel,0,1,location|dirty|noisiness|,0
903,Ireland,Superior Queen Room,2  ,November 2018,Couple," Location excellent 
Hotel undergoing refurbishment so hard to have a final opinion 
Staff good",7.5,Great location. Will have better opinion when refurbishment is completed,0,1,location|staff|,1
904,United Kingdom,Superior Double Room,1  ,October 2018,Couple, really great price and location. This is a really nice hotel. The breakfast is good and the beds are comfy. Everything you need for an easy stay in London.,10.0,Exceptional,0,1,price|location|food|bed|comfort|,1
905,Malaysia,Superior Double Room,2  ,November 2018,Solo traveler," Excellent location, 5 minute walking to Victoria station that has many restaurant too, some shops too. Also just outside the hotels many options to choose for food wise, supermarket nearby. The rooms is spacious, Bed is super comfy, quiet and i had fantastic sleep. And oh yes, i.Love the Gym it has all the equipment i needed it. S",10.0,Beautiful stay in beautiful Hotel,0,1,location|restaurant|drink|food|bed|comfort|noisiness|fitness|,1
906,Ireland,Superior Double Room,1  ,November 2018,Group," The staff, the rooms, the breakfast, the location, the lounge. This hotel was faultless in most everything.",10.0,Exceptional,0,1,staff|food|location|,0
907,United Kingdom,Superior Double Room,3  ,November 2018,Couple, Excellent location close to everything. Breakfast was superb. Rooms were comfy and clean. Staff were great,9.2,Wonderful,0,1,location|food|comfort|dirty|staff|,1
908,France,Executive Studio,2  ,November 2018,Family," It is close to train/underground station.
Very comfortable.
Vast choice for breakfast",9.2,Wonderful,0,1,comfort|food|,1
909,United Kingdom,Superior Double Room,1  ,November 2018,Solo traveler," The staff were very helpful, the room was modern but still comfortable and homely and quiet. 
I would absolutely recommend it in a heart beat. I'll be going back again when I need to stay in London.",10.0,Exceptional,0,1,staff|comfort|noisiness|,1
910,United Kingdom,Superior Double Room,1  ,October 2018,Couple," The room was very dark and quiet so we had a good night's sleep, and it was bigger than most other hotels I have stayed at in London. The staff were very friendly and helpful. I used the business lounge and it was quiet and perfect for getting some work completed. Great location - lots of decent restaurants in the area to choose from and very close to Victoria tube and train station.",9.6,A very nice hotel in a great location.,0,1,noisiness|bed|staff|location|restaurant|,1
911,United Kingdom,Executive Double Room,1  ,October 2018,Couple, First stay & very pleasantly surprised.  Recommend & would return.,7.5,Enjoyable!,0,1,,1
912,United Kingdom,Superior Double Room,4  ,October 2018,Couple," Great location, few minutes to Victoria Tube, Rail and Coach stations. Nice, small room with a big TV screen, remote for lights, curtains and service. Overall very clean.",8.3,Great location! But don't pay for breakfast.,0,1,location|tv|staff|dirty|,1
913,Italy,Superior Double Room,2  ,October 2018,Couple," Really good value for money. Rooms are very big and clean, and the location is great. Bed was huge and very comfortable. Considering the very central location, I think this is a great option for London!",8.3,Great value for money!,0,1,price|dirty|location|bed|comfort|,1
914,United Kingdom,Superior Double Room,1  ,October 2018,Couple, Very quiet room. Good breakfast. Near to Victoria tube station and Theatre,9.6,Exceptional,0,1,noisiness|food|location|,0
915,Romania,Superior Double Room,2  ,October 2018,Couple," Clean hotel, spacious and smart rooms. Great breakfast.",8.3,Very Good,0,1,dirty|food|,1
916,France,Executive Studio,2  ,October 2018,Family, Everything was really nice !,9.6,Exceptional,0,1,,1
917,Saudi Arabia,Superior Double Room,1  ,October 2018,Solo traveler, EVERYTHING WAS MARVELLOUS EXCEPT THE  BREAKFAST RESTAURANT.,8.3,MARVELLOUS HOTEL WITH SMART ROOMS.,0,1,food|restaurant|,0
918,Lithuania,Superior Double Room,2  ,October 2018,Couple," The staff was friendly, the bed was comfy and the place excellent",8.3,Very Good,0,1,staff|bed|comfort|location|,0
919,United Kingdom,Superior Double Room,1  ,October 2018,Couple," Clean
Location
Comfortable bed",9.6,"Good location, big large beds.",0,1,dirty|location|comfort|bed|,0
920,United Kingdom,Superior Double Room,2  ,October 2018,Couple," Good size  room , which  overlooked a side road so was quite (For London !) .   Good central location .",9.6,Exceptional,0,1,location|,0
921,Taiwan,Superior Queen Room,2  ,October 2018,Solo traveler," Comfortable bed and room, good air conditioning, very spacious and good bathroom for able’s and disable’s. Sufficient and complete toiletries. Great location. All in all very nice!",8.8,Great hotel,0,1,comfort|bed|temperature|bathroom|location|,1
922,Italy,Superior Double Room,2  ,September 2018,Group," Location and kindness staff and technology in the bedroom , good!!",7.9,Deseret and pleasant,0,1,location|staff|bathroom|,1
923,United States of America,Superior Queen Room,5  ,October 2018,Couple, The check-in staff were lovely. The room was spacious and quite comfortable.  We enjoyed the high tech features of the room.  The included breakfast buffet was excellent.  The location close to Victoria Station was excellent.,7.9,"All in all, we enjoyed our stay and would more than likely refer Park Plaza Victoria to others.",0,1,staff|comfort|food|location|,1
924,United Kingdom,Superior Twin Room,1  ,October 2018,Group, Exceeded my expectations. Worth the money! Amazing staff. Everything is superlative!,10.0,Exceedingly very good,0,1,price|staff|,1
925,United Kingdom,Superior Double Room,1  ,October 2018,Couple," Location , staff",9.6,Exceptional,0,1,location|staff|,1
926,United Kingdom,Superior Queen Room,1  ,October 2018,Couple," Friendly and helpful staff.
Good breakfast with a lot of choice.
Comfortable room with good facilities.
Very good location for some of the West End theatres and Buckingham Palace and Westminster etc.",9.2,"Comfortable, very good location, good breakfast",0,1,staff|food|comfort|location|,1
927,United Kingdom,Executive Double Room,1  ,October 2018,Couple," All of it, but WiFi was patchy",10.0,"Great location, great location",0,1,wifi|,1
928,Australia,Superior Double Room,1  ,October 2018,Couple," Got an upgrade to executive room, complementary drinks, champagne and strawberries. Very nice!",9.2,Wonderful,0,1,drink|,1
929,United Kingdom,Executive Double Room,1  ,October 2018,Couple, We loved the beautiful room.The bed was huge & exremely comfortable.It was great having a separate bath & shower.The robes & slippers were a nice feature & it was lovely that a bottle of prosecco & some chocolates were left in the room on our arrival as it was my 40th birthday.The receptionist who dealt with us was really lovely & helpful.perfect location for Apollo Victoria Theatre.,10.0,The hotel is lovely & we had an excellent stay.Perfect location for Apollo Victoria theatre!,0,1,bed|comfort|bathroom|drink|staff|location|,0
930,United Kingdom,Superior Twin Room,1  ,October 2018,Group, Absolutely everything👍,10.0,Exceptional,0,1,,0
931,Australia,Superior Twin Room,2  ,September 2018,Group," Comfy bed and pillows!
Great location.
Good to be staying in the same place as our seminar.",8.8,Enjoyable,0,1,comfort|bed|location|,1
932,Canada,Superior Double Room,4  ,October 2018,Couple," Size of rooms, decor and furnishings",8.3,Very Good,0,1,comfort|,1
933,United Kingdom,Superior Queen Room,1  ,October 2018,Group," Clean, comfy, friendly professional staff and good vibe. A very warm elcome on arrival.",8.8,I would stay again but not in a room with internal adjoining doors,0,1,dirty|comfort|staff|,1
934,Kuwait,Executive Studio,4  ,October 2018,Group," Easy check in / out
Friendly helpful reception staff
Comfortable room",8.8,"Good hotel, well located, good value",0,1,staff|comfort|,0
935,United Kingdom,Superior Double Room,1  ,October 2018,Couple, Bed was very comfortable.  Facilities and layout good.  We got a free upgrade to Executive Floor room on arrival which was great and really appreciated!,10.0,"Only a short stay but everything clean, comfortable with excellent service",0,1,bed|comfort|,1
936,United States of America,Superior Queen Room,5  ,September 2018,Couple, Best of the best. Everything this hotel has to offer. Tremendous breakfast buffet. Will definitely stay here again; no need to think twice. Loved the superb location.,10.0,Park Plaza Victoria Hotel London all the way!,0,1,food|location|,1
937,Peru,Superior Double Room,6  ,October 2018,Couple," This is a good hotel, clean and nice, our room the first night was not a king bed as offered, it was 2 beds put toghether very badly and unconfortable, however the staff was very helpful in solving this problem for the rest of our stay",8.3,Good clean hotel,0,1,dirty|bed|staff|,0
938,United Kingdom,Superior Twin Room,1  ,October 2018,Couple, Convienent,10.0,Exceptional,0,1,,1
939,United Kingdom,Superior Double Room,3  ,October 2018,Solo traveler," Comfy beds, duvets and pillows.  Rooms are perfect for a business trip.  Fitness/wellness facilities are a bonus!",9.6,Great city hotel in fab location,0,1,comfort|bed|fitness|,0
940,United Kingdom,Executive Twin Room,2  ,October 2018,Group, Very spacious and comfortable room. Good choice of fresh and varied breakfast produce. Nice decor and general ambience. Very convenient location (only a few stops on the Underground from Euston Station),10.0,Fabulous - hope to return,0,1,comfort|food|location|,1
941,United Kingdom,Superior Double Room,2  ,October 2018,Solo traveler, The staff are friendly and helpful both on reception and in the restaurant. The room service meal less expensive that it might have been ion a London hotel. Bed was very comfy! And the blackout blind effective.,8.5,It was okay but I would have expected more to be honest.,0,1,staff|restaurant|food|price|bed|comfort|,1
942,Jersey,Superior Double Room,1  ,October 2018,Couple, Room was spacious and very comfortable,8.3,Great location and nice staff but a little on the pricey side,0,1,comfort|,1
943,Israel,Superior Double Room,3  ,October 2018,Couple, Nice well kept rooms.,8.8,Excellent,0,1,,1
944,United Kingdom,Superior Double Room,1  ,October 2018,Couple, Spacious bedroom,8.8,Nice hotel,0,1,bathroom|,1
945,United Kingdom,Superior Double Room,1  ,October 2018,Solo traveler," Great location, comfy bed.",10.0,Fantastic hotel in a great location.,0,1,location|comfort|bed|,0
946,Australia,Superior Queen Room,8  ,October 2018,Solo traveler," In contrast, the restaurant staff were lovely.
The room was quiet.
The bed & pillows were comfortable. 
The water was hot & the pressure good.
Housekeeping were excellent. 
Big screen TV was good-lots of stations.",7.5,Good,0,1,restaurant|staff|noisiness|bed|comfort|dirty|bathroom|tv|,1
947,United States of America,Superior Double Room,2  ,September 2018,Family, Great location and very clean and comfortable.  Would stay again without hesitation.  Breakfast buffet was great.  Staff helped us set up tours and transportation to airport.,10.0,Exceptional,0,1,location|dirty|comfort|food|staff|,1
948,Hungary,Superior Double Room,3  ,September 2018,Solo traveler, everything,10.0,excellent,0,1,,1
949,United Kingdom,Executive Studio,1  ,September 2018,Family, rooms very clean and very good breakfast . staff really friendly,10.0,rooms very clean and very good breakfast . staff really friendly,0,1,dirty|food|staff|,1
950,United States of America,Superior Double Room,3  ,September 2018,Couple, Best location. It Is easy and convenient to go anyway in London. We will stay here again when come to London next time.,9.2,Wonderful,0,1,location|,1
951,Canada,Executive Studio,3  ,September 2018,Family, Location.  Bed is comfortable.,7.5,Good,0,1,location|bed|comfort|,1
952,United Kingdom,Superior Double Room,1  ,September 2018,Solo traveler," Came down to breakfast at 10.15am and was told cooked breakfast will be finished shortly 
To be honest everything was  all dried up lions before that very disappointing",7.5,Good,0,1,food|,1
953,United States of America,Superior Queen Room,2  ,September 2018,Solo traveler, This hotel is in a great location near plenty of food options and 2 mins walking to Victoria Underground Station.,7.5,Quality is sliding downward but a decent place to stay in Victoria.,0,1,location|drink|food|,1
954,Saudi Arabia,Superior Twin Room,4  ,September 2018,Group," Location , short walk from victoria station",8.8,Excellent,0,1,location|,0
955,Lebanon,Superior Queen Room,3  ,September 2018,Family," Woman at reception, Francesca, was very welcoming and friendly.. as well as all the other staff members.
The room view was spectacular.
Location was perfect, close to Victoria station.
Breakfast was delicious and literally had everything you would want, staff were also very welcoming and sweet.
The couch in the room was sooo comfortable",8.8,Very good stay,0,1,staff|location|food|comfort|,1
956,Saudi Arabia,Superior Twin Room,3  ,September 2018,Family," Good location and friendly staff
I will come back to this hotel in the future",9.6,Exceptional,0,1,location|staff|,1
957,Germany,Superior Twin Room,1  ,September 2018,Group, Perfect hotel in a perfect location. Staff members were friendly and assisted in any way. The rooms were clean and the beds were comfortable. Ordered room service and the food was great. Would recommend to anyone coming to London.,10.0,Perfect Hotel in Perfect Location,0,1,location|staff|dirty|bed|comfort|drink|food|,1
958,Jersey,Superior Twin Room,1  ,September 2018,Group, Upgrade and friendly staff,7.9,Good,0,1,staff|,1
959,Bermuda,Superior Double Room,3  ,August 2018,Couple, The room was very modern - we very much liked the location to Victoria train station.,7.5,"Nice hotel, with a very good location to the train station.",0,1,comfort|location|,1
960,Israel,Superior Twin Room,4  ,September 2018,Group," great value for money, location was fine, bed and sheets were so comfy, room was a good size, overall it was a very good experience.",9.2,Wonderful,0,1,price|location|bed|comfort|,1
961,United Kingdom,Superior Double Room,1  ,September 2018,Solo traveler, Lovely big bath.  Selection of lighting.  Lovely room service,7.5,Good,0,1,bathroom|staff|,0
962,United States of America,Superior Queen Room,2  ,September 2018,Couple, Great location within walking distance of the train station.  Updated rooms with comfortable bed.  Large bathroom.,9.2,Short but pleasant stay,0,1,location|comfort|bed|bathroom|,1
963,Bahrain,Superior Queen Room,1  ,September 2018,Solo traveler, Staff very helpful including hanging on and returning something I left at breakfast table until I returned and asked about it that evening.  Good breakfast and great Italian restaurant on premises.,8.8,Excellent,0,1,staff|food|location|restaurant|,1
964,India,Executive Studio (3 Adults),6  ,September 2018,Family, Location is very convenient. Staff was polite and helping.,10.0,Stay at Hotel Park Plaza,0,1,location|staff|,1
965,United Kingdom,Superior Double Room,1  ,September 2018,Couple, We have stayed with you before and are never disappointed.  Thank you once again for looking after us and making our stay so comfortable and relaxed.,10.0,Exceptional,0,1,comfort|,1
966,United States of America,Executive Twin Room,2  ,September 2018,Group," Location is excellent - easy walk to Victoria station and to theaters. Short cab ride to other sights. Hotel is bright, clean and comfortable with an added perk of fluffy, white robes. Used room service at midnight one night, and the food was not only promptly delivered, but good as well. Definitely will stay here again.",10.0,Perfect stay!,0,1,location|dirty|comfort|staff|drink|food|,1
967,Germany,Executive Studio (3 Adults),4  ,August 2018,Family," I looked the mini gym, especially the steam room and sauna. I requested a rollaway bed and it was delivered within minutes by staff. The guy stuttered a lot but was understanding and extremely friendly.",10.0,Very friendly staff and cleaned hotel. Would stay again when visiting London and recommend friends.,0,1,fitness|bed|staff|,1
968,United Kingdom,Superior Double Room,1  ,September 2018,Couple, lovely room with very good bathroom.Bar inviting and breakfast  was varied and plentiful,8.8,"Good hotel,excellent location",0,1,bathroom|drink|restaurant|food|,1
969,Germany,Superior Double Room,3  ,September 2018,Group," The location is close to victoria central station, which is easy to find public transport.
About 15 minutes walking distance to Buckingham palace.",8.3,Very Good,0,1,location|,1
970,Canada,Superior Twin Room,6  ,August 2018,Family, What I loved most about this hotel was the location. We were walking distance to many of the major tourist attractions and the tube.  There were also many good restaurants in the area.,7.5,Location...location...location...,0,1,location|restaurant|,1
971,New Zealand,Superior Double Room,5  ,August 2018,Couple," Location, spacious room",10.0,Exceptional,0,1,location|,1
972,United States of America,Superior Twin Room,2  ,September 2018,Group," Concierge was very helpful with direcrions, arranging a wheelchair, dining recommendations. Very attentive lobby staff, security.",10.0,Loved it!!,0,1,staff|restaurant|,1
973,United Kingdom,Superior Double Room,2  ,August 2018,Solo traveler, Excellent staff.,9.6,Very pleasant.,0,1,staff|,1
974,Spain,Superior Twin Room,1  ,August 2018,Couple, Everything was perfect.,10.0,Exceptional,0,1,,1
975,Kuwait,Superior Double Room,8  ,September 2018,Couple," wonderful place all the restaurants are close too u and very easy finding halal food, wonderful stuff housekeeping was excellent and if im in london again its my first go to hotel",9.6,Exceptional,0,1,location|restaurant|drink|food|,1
976,Spain,Superior Twin Room,1  ,September 2018,Family," The breakfast was excellent, all staff were very helpful.",10.0,Exceptional,0,1,food|staff|,1
977,Canada,Superior Double Room,3  ,September 2018,Couple," Location was fantastic can walk to most London attractions, Large rooms comfortable beds, The Hotel restaurant was amazing the breakfast was a must, Victoria train station was a block a way so if your flying to and from the Gatwick airport its only a 30 minute trip on the Gatwick express.",10.0,Everything was as advertized had a great stay.,0,1,location|comfort|bed|restaurant|food|,1
978,United Kingdom,Superior Double Room,1  ,September 2018,Solo traveler, Room and breakfast excellent. Lovely lounge.,9.6,Exceptional,0,1,food|,1
979,Thailand,Superior Double Room,4  ,September 2018,Family," Location,​ it is​ near the​ station.",9.2,Wonderful,0,1,location|,0
980,Tanzania,Superior Twin Room,2  ,September 2018,Solo traveler, The politeness of the staff was very good,7.9,The Park Plaza Victoria was very pleasant and I will continue to stay there during my UK visits,0,1,staff|,1
981,United Kingdom,Superior Twin Room,1  ,September 2018,Family, Everything,10.0,Exceptional,0,1,,1
982,United States of America,Superior Twin Room,2  ,September 2018,Group, IT WAS CLOSE T0 WITHIN WALKING DISTANCE TO A LOT OF ATTRACTION AND HISTORY.,10.0,COULD NOT HAVE BETTER,0,1,,1
983,United States of America,Superior Double Room,2  ,August 2018,Couple, The location is excellent.  The room and bathroom were up to standard.  The breakfast was very good.,8.3,Very Good,0,1,location|bathroom|food|,1
984,United Kingdom,Superior Double Room,1  ,September 2018,Solo traveler," Loved the hotel, great room, great facilities and a perfect location if you want to explore this part of London. Staff were nice and the breakfast was excellent. Highly recommended.",9.2,Wonderful,0,1,location|staff|food|,1
985,United States of America,Superior Double Room,3  ,August 2018,Couple," The bed was extremely comfortable and the room was spacious by London standards.  Our room was fairly quiet and had nice lighting and contemporary furniture.  The room climate control was quiet and effective.  Breakfast was reasonably tasty and had a nice variety.  The proximity to Victoria station is ideal, and there are a variety of casual restaurants within easy walking distance.",7.9,A nice stay with some caveats...,0,1,bed|comfort|noisiness|food|location|restaurant|,1
986,United Kingdom,Superior Queen Room,1  ,September 2018,Couple, Well located for theatre that we went to .. clean rooms .. pleasant staff on reception,9.6,Exceptional,0,1,location|dirty|noisiness|staff|,1
987,United Kingdom,Superior Double Room,3  ,September 2018,Couple, Bed was comfy and pillows the hotel was near to places we visited,10.0,Would definitely stay here again,0,1,bed|comfort|location|,1
988,Oman,Superior Double Room,1  ,September 2018,Couple," It has an excellent location next to Victoria Station.
Rooms are very clean ant tidy.
I recommend it for you",8.3,Excellent,0,1,location|dirty|,1
989,Ireland,Superior Queen Room,2  ,August 2018,Couple, Bed was comfortable. Breakfast was good! Staff friendly and helpful.,8.3,Good hotel in a good location.,0,1,bed|comfort|food|staff|,0
990,Australia,Superior Double Room,1  ,August 2018,Solo traveler, Hamid and the check in team managed to check me in at 6am after a long flight from Australia. First class service and why I always try to stay at the Park Plaza hotel in Victoria,10.0,Comfortable and relaxing.,0,1,staff|location|,1
991,Australia,Superior Double Room,2  ,August 2018,Solo traveler," bed was very comfortable 
staff in the restaurant were lovely that served breakfasr",7.5,Good,0,1,bed|comfort|staff|restaurant|,1
992,Australia,Superior Double Room,2  ,August 2018,Couple," so convenient near Victoria station,same tube as Gatwick airport. Lots of eateries nearby",10.0,Nicely surprised,0,1,location|,1
993,United Kingdom,Executive Double Room,1  ,August 2018,Couple, Close to facilities,10.0,Exceptional,0,1,,1
994,Spain,Superior Queen Room,1  ,August 2018,Couple, The beds were supremely comfortable.,8.3,"Pleasant stay, a little disappointed.",0,1,bed|comfort|,1
995,United Kingdom,Superior Twin Room,1  ,August 2018,Group," Bed comfort, very good breakfast.",7.9,Good as comfortable and in excellent location for where I needed to be.,0,1,bed|comfort|food|,1
996,United Kingdom,Executive Double Room,2  ,August 2018,Couple," The staff were always polite, friendly and very helpful. The breakfast was outstanding lots of fresh fruit choice and cereals and the cooked breakfast was superb very tasty. Thank You.",9.6,Very busy and packed weekend the great hotel location,0,1,staff|food|,1
997,Australia,Superior Double Room,4  ,August 2018,Couple," Marika on reception was the best - even organised chocolates and bottle of bubbles for my husband's 70th birthday. Room was excellent, clean and big bathroom with large towels. The bed was large and and super comfortable.",9.6,Mature Oz couple travelling Europe for 3+ months,0,1,staff|drink|dirty|bathroom|bed|comfort|,1
998,United Kingdom,Superior Double Room,1  ,August 2018,Solo traveler, Hotel was lovely and clean. Enjoyed staying there and easy for coach and train station.,10.0,Hotel stay/musical,0,1,dirty|,1
999,United Kingdom,Superior Twin Room,1  ,August 2018,Group, Lovely attentive staff. Rooms were immaculate and provided a comfortable nights sleep. 24hr gym so could go whenever I wanted without worrying about when it opened. Hotel minutes away from everywhere and everything we wanted & needed to do!,10.0,Amazing and would definitely re-visit & recommend!,0,1,staff|comfort|bed|fitness|,1
